"Season","Date","Court","Time","Visitor","Home","Division","Location"
"Winter 2013","1/20/2013","Court 1","2:30pm","7S Lincoln Ambassadors 7th","7S St. Geralds 7th","7th Grade Silver","Lied Center"
"Winter 2013","1/27/2013","Court 1","12:30pm","7S Bennington Badgers 7th","7S St. Geralds 7th","7th Grade Silver","Lied Center"
"Winter 2013","1/27/2013","Court 1","2:30pm","7S Millard West Green 7th","7S Westside Black 7th","7th Grade Silver","Lied Center"
"Winter 2013","2/10/2013","Court 1","1:30pm","7S Bennington Badgers 7th","7S Westside Black 7th","7th Grade Silver","Lied Center"
"Winter 2013","2/24/2013","Court 1","11:30am","7S Nebraska City Purple 7th","7S Westside Black 7th","7th Grade Silver","Lied Center"
"Winter 2013","3/3/2013","Court 1","11:30am","7S St. Geralds 7th","7S Westside Black 7th","7th Grade Silver","Lied Center"
"Winter 2013","1/13/2013","Court 2","2:30pm","8B Gretna White 8th","8B BGBC 8th","8th Grade Bronze","Lied Center"
"Winter 2013","2/3/2013","Court 2","3:30pm","8B OSA Black 8th","8B BGBC 8th","8th Grade Bronze","Lied Center"
"Winter 2013","2/24/2013","Court 2","2:30pm","8B Elkhorn Elite Trapp 8th","8B BGBC 8th","8th Grade Bronze","Lied Center"
"Winter 2013","1/20/2013","Court 2","2:30pm","8B Trailblazers Silver 8th","8B Elkhorn Elite Trapp 8th","8th Grade Bronze","Lied Center"
"Winter 2013","1/27/2013","Court 2","2:30pm","8B Elkhorn Elite Zach 8th","8B Elkhorn Elite Trapp 8th","8th Grade Bronze","Lied Center"
"Winter 2013","2/10/2013","Court 2","4:30pm","8B For Pete Pink Force 8th","8B Elkhorn Elite Trapp 8th","8th Grade Bronze","Lied Center"
"Winter 2013","3/3/2013","Court 2","4:30pm","8B OSA Black 8th","8B Elkhorn Elite Trapp 8th","8th Grade Bronze","Lied Center"
"Winter 2013","1/20/2013","Court 2","5:30pm","8B Skutt Green 8th","8B Elkhorn Elite Zach 8th","8th Grade Bronze","Lied Center"
"Winter 2013","2/3/2013","Court 2","4:30pm","8B Gretna White 8th","8B Elkhorn Elite Zach 8th","8th Grade Bronze","Lied Center"
"Winter 2013","2/10/2013","Court 2","3:30pm","8B Trailblazers Silver 8th","8B Elkhorn Elite Zach 8th","8th Grade Bronze","Lied Center"
"Winter 2013","3/3/2013","Court 2","3:30pm","8B BGBC 8th","8B Elkhorn Elite Zach 8th","8th Grade Bronze","Lied Center"
"Winter 2013","1/27/2013","Court 2","4:30pm","8B BGBC 8th","8B For Pete Pink Force 8th","8th Grade Bronze","Lied Center"
"Winter 2013","2/3/2013","Court 2","5:30pm","8B Skutt Green 8th","8B For Pete Pink Force 8th","8th Grade Bronze","Lied Center"
"Winter 2013","2/24/2013","Court 2","4:30pm","8B Elkhorn Elite Zach 8th","8B For Pete Pink Force 8th","8th Grade Bronze","Lied Center"
"Winter 2013","1/20/2013","Court 2","3:30pm","8B OSA Black 8th","8B Gretna White 8th","8th Grade Bronze","Lied Center"
"Winter 2013","1/27/2013","Court 2","3:30pm","8B Trailblazers Silver 8th","8B Gretna White 8th","8th Grade Bronze","Lied Center"
"Winter 2013","2/3/2013","Court 2","2:30pm","8B Elkhorn Elite Trapp 8th","8B Gretna White 8th","8th Grade Bronze","Lied Center"
"Winter 2013","3/3/2013","Court 2","2:30pm","8B For Pete Pink Force 8th","8B Gretna White 8th","8th Grade Bronze","Lied Center"
"Winter 2013","1/13/2013","Court 2","4:30pm","8B Elkhorn Elite Zach 8th","8B OSA Black 8th","8th Grade Bronze","Lied Center"
"Winter 2013","1/20/2013","Court 2","4:30pm","8B For Pete Pink Force 8th","8B OSA Black 8th","8th Grade Bronze","Lied Center"
"Winter 2013","2/24/2013","Court 2","5:30pm","8B Skutt Green 8th","8B OSA Black 8th","8th Grade Bronze","Lied Center"
"Winter 2013","1/13/2013","Court 2","5:30pm","8B Elkhorn Elite Trapp 8th","8B Skutt Green 8th","8th Grade Bronze","Lied Center"
"Winter 2013","1/27/2013","Court 2","5:30pm","8B Gretna White 8th","8B Skutt Green 8th","8th Grade Bronze","Lied Center"
"Winter 2013","2/10/2013","Court 2","5:30pm","8B BGBC 8th","8B Skutt Green 8th","8th Grade Bronze","Lied Center"
"Winter 2013","1/13/2013","Court 2","3:30pm","8B For Pete Pink Force 8th","8B Trailblazers Silver 8th","8th Grade Bronze","Lied Center"
"Winter 2013","2/10/2013","Court 2","2:30pm","8B OSA Black 8th","8B Trailblazers Silver 8th","8th Grade Bronze","Lied Center"
"Winter 2013","2/24/2013","Court 2","3:30pm","8B BGBC 8th","8B Trailblazers Silver 8th","8th Grade Bronze","Lied Center"
"Winter 2013","3/3/2013","Court 2","5:30pm","8B Skutt Green 8th","8B Trailblazers Silver 8th","8th Grade Bronze","Lied Center"
"Winter 2013","2/10/2013","Court 1","6:30pm","8G CB Synergy 8th","8G Bellevue Thunder 8th","8th Grade Gold","Lied Center"
"Winter 2013","2/24/2013","Court 1","5:30pm","8G Trailblazers 8th","8G Bellevue Thunder 8th","8th Grade Gold","Lied Center"
"Winter 2013","3/3/2013","Court 1","3:30pm","8G Lincoln Elite 8th","8G Bellevue Thunder 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/27/2013","Court 1","7:30pm","8G Omaha Junior Eagles","8G CB Synergy 8th","8th Grade Gold","Lied Center"
"Winter 2013","2/24/2013","Court 1","7:30pm","8G Wahoo Cavalry 8th","8G CB Synergy 8th","8th Grade Gold","Lied Center"
"Winter 2013","3/3/2013","Court 1","4:30pm","8G Marian Crusaders Blue 8th","8G CB Synergy 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/13/2013","Court 1","6:30pm","8G Bellevue Thunder 8th","8G Huskies 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/20/2013","Court 1","7:30pm","8G Millard North Silver 8th","8G Huskies 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/27/2013","Court 1","5:30pm","8G PLV South 8th","8G Huskies 8th","8th Grade Gold","Lied Center"
"Winter 2013","2/3/2013","Court 1","6:30pm","8G Trailblazers 8th","8G Huskies 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/13/2013","Court 1","3:30pm","8G CB Synergy 8th","8G Lincoln Elite 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/27/2013","Court 1","3:30pm","8G Marian Crusaders Blue 8th","8G Lincoln Elite 8th","8th Grade Gold","Lied Center"
"Winter 2013","2/3/2013","Court 1","3:30pm","8G Omaha Junior Eagles","8G Lincoln Elite 8th","8th Grade Gold","Lied Center"
"Winter 2013","2/24/2013","Court 1","4:30pm","8G Huskies 8th","8G Lincoln Elite 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/13/2013","Court 1","4:30pm","8G Trailblazers 8th","8G Marian Crusaders Blue 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/20/2013","Court 1","3:30pm","8G Wahoo Cavalry 8th","8G Marian Crusaders Blue 8th","8th Grade Gold","Lied Center"
"Winter 2013","2/10/2013","Court 1","5:30pm","8G Millard North Silver 8th","8G Marian Crusaders Blue 8th","8th Grade Gold","Lied Center"
"Winter 2013","3/3/2013","Court 1","5:30pm","8G Huskies 8th","8G Marian Crusaders Blue 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/20/2013","Court 1","5:30pm","8G Wahoo Cavalry 8th","8G Millard North Silver 8th","8th Grade Gold","Lied Center"
"Winter 2013","2/3/2013","Court 1","5:30pm","8G CB Synergy 8th","8G Millard North Silver 8th","8th Grade Gold","Lied Center"
"Winter 2013","2/3/2013","Court 1","7:30pm","8G Bellevue Thunder 8th","8G Millard North Silver 8th","8th Grade Gold","Lied Center"
"Winter 2013","2/24/2013","Court 1","3:30pm","8G Omaha Junior Eagles","8G Millard North Silver 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/20/2013","Court 1","4:30pm","8G Bellevue Thunder 8th","8G Omaha Junior Eagles","8th Grade Gold","Lied Center"
"Winter 2013","2/10/2013","Court 1","7:30pm","8G Wahoo Cavalry 8th","8G Omaha Junior Eagles","8th Grade Gold","Lied Center"
"Winter 2013","3/3/2013","Court 1","7:30pm","8G Huskies 8th","8G Omaha Junior Eagles","8th Grade Gold","Lied Center"
"Winter 2013","1/13/2013","Court 1","5:30pm","8G Lincoln Elite 8th","8G PLV South 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/13/2013","Court 1","7:30pm","8G Omaha Junior Eagles","8G PLV South 8th","8th Grade Gold","Lied Center"
"Winter 2013","2/3/2013","Court 1","4:30pm","8G Marian Crusaders Blue 8th","8G PLV South 8th","8th Grade Gold","Lied Center"
"Winter 2013","2/10/2013","Court 1","4:30pm","8G Millard North Silver 8th","8G PLV South 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/20/2013","Court 1","6:30pm","8G CB Synergy 8th","8G Trailblazers 8th","8th Grade Gold","Lied Center"
"Winter 2013","2/10/2013","Court 1","3:30pm","8G Lincoln Elite 8th","8G Trailblazers 8th","8th Grade Gold","Lied Center"
"Winter 2013","3/3/2013","Court 1","6:30pm","8G PLV South 8th","8G Trailblazers 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/27/2013","Court 1","4:30pm","8G Trailblazers 8th","8G Wahoo Cavalry 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/27/2013","Court 1","6:30pm","8G Bellevue Thunder 8th","8G Wahoo Cavalry 8th","8th Grade Gold","Lied Center"
"Winter 2013","2/24/2013","Court 1","6:30pm","8G PLV South 8th","8G Wahoo Cavalry 8th","8th Grade Gold","Lied Center"
"Winter 2013","1/13/2013","Court 2","10:30am","8S PLV Monarchs Maroon 8th","8S Lincoln Ambassadors 8th","8th Grade Silver","Lied Center"
"Winter 2013","1/13/2013","Court 2","11:30am","8S Millard West Black 8th","8S Lincoln Ambassadors 8th","8th Grade Silver","Lied Center"
"Winter 2013","2/24/2013","Court 2","10:30am","8S Millard South Red 8th","8S Lincoln Ambassadors 8th","8th Grade Silver","Lied Center"
"Winter 2013","1/13/2013","Court 2","7:30pm","8S Millard South Red 8th","8S Marian Jr. Crusaders White 8th","8th Grade Silver","Lied Center"
"Winter 2013","1/20/2013","Court 2","6:30pm","8S PLV Monarchs Maroon 8th","8S Marian Jr. Crusaders White 8th","8th Grade Silver","Lied Center"
"Winter 2013","2/24/2013","Court 2","11:30am","8S Lincoln Ambassadors 8th","8S Marian Jr. Crusaders White 8th","8th Grade Silver","Lied Center"
"Winter 2013","1/20/2013","Court 2","11:30am","8S Millard West Green 8th","8S Millard South Red 8th","8th Grade Silver","Lied Center"
"Winter 2013","1/20/2013","Court 2","7:30pm","8S Ralston 8th","8S Millard South Red 8th","8th Grade Silver","Lied Center"
"Winter 2013","2/10/2013","Court 2","7:30pm","8S Millard West Black 8th","8S Millard South Red 8th","8th Grade Silver","Lied Center"
"Winter 2013","3/3/2013","Court 2","6:30pm","8S PLV South Titans 7/8th","8S Millard South Red 8th","8th Grade Silver","Lied Center"
"Winter 2013","1/20/2013","Court 2","10:30am","8S PLV South Titans 7/8th","8S Millard West Black 8th","8th Grade Silver","Lied Center"
"Winter 2013","2/3/2013","Court 2","6:30pm","8S Ralston 8th","8S Millard West Black 8th","8th Grade Silver","Lied Center"
"Winter 2013","3/3/2013","Court 2","11:30am","8S Marian Jr. Crusaders White 8th","8S Millard West Black 8th","8th Grade Silver","Lied Center"
"Winter 2013","1/13/2013","Court 2","6:30pm","8S PLV South Titans 7/8th","8S Millard West Green 8th","8th Grade Silver","Lied Center"
"Winter 2013","1/27/2013","Court 2","10:30am","8S Lincoln Ambassadors 8th","8S Millard West Green 8th","8th Grade Silver","Lied Center"
"Winter 2013","2/10/2013","Court 2","6:30pm","8S Marian Jr. Crusaders White 8th","8S Millard West Green 8th","8th Grade Silver","Lied Center"
"Winter 2013","3/3/2013","Court 2","10:30am","8S Millard West Black 8th","8S Millard West Green 8th","8th Grade Silver","Lied Center"
"Winter 2013","1/27/2013","Court 2","6:30pm","8S Millard West Black 8th","8S PLV Monarchs Maroon 8th","8th Grade Silver","Lied Center"
"Winter 2013","2/3/2013","Court 2","10:30am","8S Millard South Red 8th","8S PLV Monarchs Maroon 8th","8th Grade Silver","Lied Center"
"Winter 2013","2/10/2013","Court 2","11:30am","8S PLV South Titans 7/8th","8S PLV Monarchs Maroon 8th","8th Grade Silver","Lied Center"
"Winter 2013","2/24/2013","Court 2","6:30pm","8S Millard West Green 8th","8S PLV Monarchs Maroon 8th","8th Grade Silver","Lied Center"
"Winter 2013","1/27/2013","Court 2","11:30am","8S Lincoln Ambassadors 8th","8S PLV South Titans 7/8th","8th Grade Silver","Lied Center"
"Winter 2013","2/3/2013","Court 2","11:30am","8S Marian Jr. Crusaders White 8th","8S PLV South Titans 7/8th","8th Grade Silver","Lied Center"
"Winter 2013","2/24/2013","Court 2","7:30pm","8S Ralston 8th","8S PLV South Titans 7/8th","8th Grade Silver","Lied Center"
"Winter 2013","1/27/2013","Court 2","7:30pm","8S Marian Jr. Crusaders White 8th","8S Ralston 8th","8th Grade Silver","Lied Center"
"Winter 2013","2/3/2013","Court 2","7:30pm","8S Millard West Green 8th","8S Ralston 8th","8th Grade Silver","Lied Center"
"Winter 2013","2/10/2013","Court 2","10:30am","8S Lincoln Ambassadors 8th","8S Ralston 8th","8th Grade Silver","Lied Center"
"Winter 2013","3/3/2013","Court 2","7:30pm","8S PLV Monarchs Maroon 8th","8S Ralston 8th","8th Grade Silver","Lied Center"
