Season,Date,Location,Court,Time,Visitor,Home,Division
Winter 2016,1/23/2016,Elkhorn Ridge Middle School,Court 1,5:00pm,6GSA Bellevue Thunder 6th,6GSA Lincoln Ambassadors Gold 6th,6th Grade Gold
Winter 2016,1/9/2016,Elkhorn Ridge Middle School,Court 1,6:00pm,6GSA PLV South Titans Black 6th,6GSA Lincoln Ambassadors Gold 6th,6th Grade Gold
Winter 2016,2/27/2016,Elkhorn Ridge Middle School,Court 1,6:00pm,6GSA Council Bluffs Titans 6th,6GSA Lincoln Ambassadors Gold 6th,6th Grade Gold
Winter 2016,1/16/2016,Elkhorn Ridge Middle School,Court 1,8:00am,6GSA OSA Gold 6th,6GSA Marian Jr. Crusaders White 6th,6th Grade Gold
Winter 2016,1/23/2016,Elkhorn Ridge Middle School,Court 1,8:00am,6GSA Elkhorn Elite Gold 6th,6GSA Marian Jr. Crusaders White 6th,6th Grade Gold
Winter 2016,2/13/2016,Elkhorn Ridge Middle School,Court 1,8:00am,6GSA Bellevue Ice Purple 6th,6GSA Marian Jr. Crusaders White 6th,6th Grade Gold
Winter 2016,2/27/2016,Elkhorn Ridge Middle School,Court 1,8:00am,6GSA Lady Grizzlies Orange 6th,6GSA Marian Jr. Crusaders White 6th,6th Grade Gold
Winter 2016,1/16/2016,Elkhorn Ridge Middle School,Court 1,9:00am,6GSA Gretna Meadows 6th,6GSA OSA Gold 6th,6th Grade Gold
Winter 2016,2/20/2016,Elkhorn Ridge Middle School,Court 1,8:00pm,6GSA Council Bluffs Titans 6th,6GSA OSA Gold 6th,6th Grade Gold
Winter 2016,2/27/2016,Elkhorn Ridge Middle School,Court 1,5:00pm,6GSA Lincoln Ambassadors Gold 6th,6GSA OSA Gold 6th,6th Grade Gold
Winter 2016,2/6/2016,Elkhorn Ridge Middle School,Court 1,8:00pm,6GSA Lady Grizzlies Orange 6th,6GSA OSA Gold 6th,6th Grade Gold
Winter 2016,1/23/2016,Elkhorn Ridge Middle School,Court 1,9:00am,6GSA PLV South Titans Black 6th,6GSA PLV Monarchs Maroon 5th/6th,6th Grade Gold
Winter 2016,1/9/2016,Elkhorn Ridge Middle School,Court 1,8:00am,6GSA Marian Jr. Crusaders White 6th,6GSA PLV Monarchs Maroon 5th/6th,6th Grade Gold
Winter 2016,2/13/2016,Elkhorn Ridge Middle School,Court 1,5:00pm,6GSA Council Bluffs Titans 6th,6GSA PLV Monarchs Maroon 5th/6th,6th Grade Gold
Winter 2016,2/13/2016,Elkhorn Ridge Middle School,Court 1,6:00pm,6GSA Bellevue Thunder 6th,6GSA PLV Monarchs Maroon 5th/6th,6th Grade Gold
Winter 2016,1/16/2016,Elkhorn Ridge Middle School,Court 1,5:00pm,6GSA Bellevue Ice Purple 6th,6GSA PLV South Titans Black 6th,6th Grade Gold
Winter 2016,2/20/2016,Elkhorn Ridge Middle School,Court 1,5:00pm,6GSA Fremont Elite Black 6th,6GSA PLV South Titans Black 6th,6th Grade Gold
Winter 2016,2/20/2016,Elkhorn Ridge Middle School,Court 1,7:00pm,6GSA OSA Gold 6th,6GSA PLV South Titans Black 6th,6th Grade Gold
Winter 2016,2/6/2016,Elkhorn Ridge Middle School,Court 1,8:00am,6GSA Marian Jr. Crusaders White 6th,6GSA PLV South Titans Black 6th,6th Grade Gold
Winter 2016,1/23/2016,Elkhorn Ridge Middle School,Court 2,10:00am,6SB Fremont Elite Yellow 6th,6SB Abraham Lincoln Jr. Lynx 6th,6th Grade Silver
Winter 2016,2/13/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,6SB Millard West Black 5th,6SB Abraham Lincoln Jr. Lynx 6th,6th Grade Silver
Winter 2016,2/20/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,6SB Westside Black 6th,6SB Abraham Lincoln Jr. Lynx 6th,6th Grade Silver
Winter 2016,2/6/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,6SB DC West Falcon Swish 6th,6SB Abraham Lincoln Jr. Lynx 6th,6th Grade Silver
Winter 2016,1/9/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,6SB Abraham Lincoln Jr. Lynx 6th,6SB Bennington Badgers Boyes 6th,6th Grade Silver
Winter 2016,1/9/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,6SB Westside Black 6th,6SB Bennington Badgers Boyes 6th,6th Grade Silver
Winter 2016,2/27/2016,Elkhorn Ridge Middle School,Court 2,11:00am,6SB Millard West Black 5th,6SB Bennington Badgers Boyes 6th,6th Grade Silver
Winter 2016,1/9/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,6SB Lady Grizzlies Black 5th,6SB DC West Falcon Swish 6th,6th Grade Silver
Winter 2016,1/9/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,6SB Millard North Silver 6th,6SB DC West Falcon Swish 6th,6th Grade Silver
Winter 2016,2/20/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,6SB Millard West Black 6th,6SB DC West Falcon Swish 6th,6th Grade Silver
Winter 2016,1/16/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,6SB Bennington Badgers Boyes 6th,6SB Elkhorn Elite Red 6th,6th Grade Silver
Winter 2016,2/20/2016,Elkhorn Ridge Middle School,Court 2,11:00am,6SB PLV South Titans Blue 6th,6SB Elkhorn Elite Red 6th,6th Grade Silver
Winter 2016,2/6/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,6SB OSA Black 6th,6SB Elkhorn Elite Red 6th,6th Grade Silver
Winter 2016,1/16/2016,Elkhorn Ridge Middle School,Court 2,11:00am,6SB Gretna Moxie 6th,6SB Fremont Elite Yellow 6th,6th Grade Silver
Winter 2016,1/23/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,6SB Elkhorn Elite Red 6th,6SB Fremont Elite Yellow 6th,6th Grade Silver
Winter 2016,2/13/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,6SB Bennington Badgers Boyes 6th,6SB Fremont Elite Yellow 6th,6th Grade Silver
Winter 2016,2/13/2016,Elkhorn Ridge Middle School,Court 2,11:00am,6SB Abraham Lincoln Jr. Lynx 6th,6SB Gretna Moxie 6th,6th Grade Silver
Winter 2016,2/20/2016,Elkhorn Ridge Middle School,Court 2,10:00am,6SB OSA Black 6th,6SB Gretna Moxie 6th,6th Grade Silver
Winter 2016,2/27/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,6SB PLV South Titans Blue 6th,6SB Gretna Moxie 6th,6th Grade Silver
Winter 2016,1/16/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,6SB Gretna Moxie 6th,6SB Lady Grizzlies Black 5th,6th Grade Silver
Winter 2016,1/16/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,6SB OSA Silver 6th,6SB Lady Grizzlies Black 5th,6th Grade Silver
Winter 2016,2/6/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,6SB Elkhorn Elite Red 6th,6SB Lady Grizzlies Black 5th,6th Grade Silver
Winter 2016,2/6/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,6SB Millard West Black 6th,6SB Lady Grizzlies Black 5th,6th Grade Silver
Winter 2016,1/23/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,6SB OSA Silver 6th,6SB Millard North Silver 6th,6th Grade Silver
Winter 2016,2/13/2016,Elkhorn Ridge Middle School,Court 2,10:00am,6SB Gretna Moxie 6th,6SB Millard North Silver 6th,6th Grade Silver
Winter 2016,2/20/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,6SB Elkhorn Elite Red 6th,6SB Millard North Silver 6th,6th Grade Silver
Winter 2016,2/27/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,6SB Bennington Badgers Boyes 6th,6SB Millard North Silver 6th,6th Grade Silver
Winter 2016,1/16/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,6SB Elkhorn Elite Red 6th,6SB Millard West Black 5th,6th Grade Silver
Winter 2016,2/13/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,6SB Fremont Elite Yellow 6th,6SB Millard West Black 5th,6th Grade Silver
Winter 2016,2/27/2016,Elkhorn Ridge Middle School,Court 2,2:00am,6SB Millard North Silver 6th,6SB Millard West Black 5th,6th Grade Silver
Winter 2016,1/16/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,6SB OSA Black 6th,6SB Millard West Black 6th,6th Grade Silver
Winter 2016,1/23/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,6SB Wahoo Cavalry 6th,6SB Millard West Black 6th,6th Grade Silver
Winter 2016,1/9/2016,Elkhorn Ridge Middle School,Court 2,11:00am,6SB OSA Silver 6th,6SB Millard West Black 6th,6th Grade Silver
Winter 2016,2/27/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,6SB Gretna Moxie 6th,6SB Millard West Black 6th,6th Grade Silver
Winter 2016,1/9/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,6SB Lady Grizzlies Black 5th,6SB Omaha Soldier's 6th,6th Grade Silver
Winter 2016,2/20/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,6SB Wahoo Cavalry 6th,6SB Omaha Soldier's 6th,6th Grade Silver
Winter 2016,2/27/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,6SB DC West Falcon Swish 6th,6SB Omaha Soldier's 6th,6th Grade Silver
Winter 2016,2/6/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,6SB Millard West Black 6th,6SB Omaha Soldier's 6th,6th Grade Silver
Winter 2016,1/16/2016,Elkhorn Ridge Middle School,Court 2,10:00am,6SB Omaha Soldier's 6th,6SB OSA Black 6th,6th Grade Silver
Winter 2016,1/23/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,6SB Wahoo Cavalry 6th,6SB OSA Black 6th,6th Grade Silver
Winter 2016,2/13/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,6SB DC West Falcon Swish 6th,6SB OSA Black 6th,6th Grade Silver
Winter 2016,2/13/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,6SB Westside Black 6th,6SB OSA Black 6th,6th Grade Silver
Winter 2016,1/23/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,6SB PLV South Titans Blue 6th,6SB OSA Silver 6th,6th Grade Silver
Winter 2016,2/13/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,6SB Omaha Soldier's 6th,6SB OSA Silver 6th,6th Grade Silver
Winter 2016,2/20/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,6SB Abraham Lincoln Jr. Lynx 6th,6SB OSA Silver 6th,6th Grade Silver
Winter 2016,2/20/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,6SB Wahoo Cavalry 6th,6SB OSA Silver 6th,6th Grade Silver
Winter 2016,1/23/2016,Elkhorn Ridge Middle School,Court 2,11:00am,6SB DC West Falcon Swish 6th,6SB PLV South Titans Blue 6th,6th Grade Silver
Winter 2016,1/9/2016,Elkhorn Ridge Middle School,Court 2,10:00am,6SB Omaha Soldier's 6th,6SB PLV South Titans Blue 6th,6th Grade Silver
Winter 2016,2/27/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,6SB Westside Black 6th,6SB PLV South Titans Blue 6th,6th Grade Silver
Winter 2016,2/6/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,6SB Millard West Black 5th,6SB PLV South Titans Blue 6th,6th Grade Silver
Winter 2016,1/23/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,6SB Millard West Black 5th,6SB Wahoo Cavalry 6th,6th Grade Silver
Winter 2016,2/6/2016,Elkhorn Ridge Middle School,Court 2,10:00am,6SB Bennington Badgers Boyes 6th,6SB Wahoo Cavalry 6th,6th Grade Silver
Winter 2016,2/6/2016,Elkhorn Ridge Middle School,Court 2,11:00am,6SB Fremont Elite Yellow 6th,6SB Wahoo Cavalry 6th,6th Grade Silver
Winter 2016,1/16/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,6SB Millard North Silver 6th,6SB Westside Black 6th,6th Grade Silver
Winter 2016,1/9/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,6SB Fremont Elite Yellow 6th,6SB Westside Black 6th,6th Grade Silver
Winter 2016,2/27/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,6SB Lady Grizzlies Black 5th,6SB Westside Black 6th,6th Grade Silver
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 2,10:00am,7B OSA Black 7th,7B Elkhorn Elite Black 7th,7th Grade Bronze
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 2,9:00am,7B Gretna White Ritterbush 7th,7B Elkhorn Elite Black 7th,7th Grade Bronze
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 2,9:00am,7B Elkhorn Elite Blue2 7th,7B Elkhorn Elite Blue 7th,7th Grade Bronze
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 2,10:00am,7B Elkhorn Elite Black 7th,7B Elkhorn Elite Blue 7th,7th Grade Bronze
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 2,9:00am,7B Westside Red 7th,7B Elkhorn Elite Blue 7th,7th Grade Bronze
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 2,11:00am,7B Skutt 7th,7B Elkhorn Elite Blue 7th,7th Grade Bronze
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 2,9:00am,7B Millard West White 7th,7B Elkhorn Elite Blue2 7th,7th Grade Bronze
Winter 2016,1/24/2016,Nebraska Elite,Court 1,8:00pm,7B OSA Black 7th,7B Elkhorn Elite Blue2 7th,7th Grade Bronze
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 2,10:00am,7B Elkhorn Elite Black 7th,7B Elkhorn Elite Blue2 7th,7th Grade Bronze
Winter 2016,2/28/2016,Nebraska Elite,Court 1,8:00pm,7B Skutt 7th,7B Elkhorn Elite Blue2 7th,7th Grade Bronze
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 2,11:00am,7B Elkhorn Elite Blue2 7th,7B Gretna White Ritterbush 7th,7th Grade Bronze
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 2,11:00am,7B Westside Red 7th,7B Gretna White Ritterbush 7th,7th Grade Bronze
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 2,11:00am,7B Elkhorn Elite Blue 7th,7B Gretna White Ritterbush 7th,7th Grade Bronze
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 2,10:00am,7B Elkhorn Elite Black 7th,7B Millard West White 7th,7th Grade Bronze
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 2,10:00am,7B Elkhorn Elite Blue 7th,7B Millard West White 7th,7th Grade Bronze
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 2,9:00am,7B Skutt 7th,7B Millard West White 7th,7th Grade Bronze
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 2,11:00am,7B Gretna White Ritterbush 7th,7B Millard West White 7th,7th Grade Bronze
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 2,10:00am,7B Elkhorn Elite Blue 7th,7B OSA Black 7th,7th Grade Bronze
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 2,11:00am,7B Gretna White Ritterbush 7th,7B OSA Black 7th,7th Grade Bronze
Winter 2016,1/31/2016,Nebraska Elite,Court 1,8:00pm,7B Westside Red 7th,7B OSA Black 7th,7th Grade Bronze
Winter 2016,2/7/2016,Nebraska Elite,Court 1,8:00pm,7B Millard West White 7th,7B OSA Black 7th,7th Grade Bronze
Winter 2016,1/10/2016,Nebraska Elite,Court 1,8:00pm,7B OSA Black 7th,7B Skutt 7th,7th Grade Bronze
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 2,9:00am,7B Elkhorn Elite Black 7th,7B Skutt 7th,7th Grade Bronze
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 2,11:00am,7B Gretna White Ritterbush 7th,7B Skutt 7th,7th Grade Bronze
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 2,9:00am,7B Elkhorn Elite Black 7th,7B Westside Red 7th,7th Grade Bronze
Winter 2016,1/17/2016,Nebraska Elite,Court 1,8:00pm,7B Skutt 7th,7B Westside Red 7th,7th Grade Bronze
Winter 2016,2/21/2016,Nebraska Elite,Court 1,8:00pm,7B Millard West White 7th,7B Westside Red 7th,7th Grade Bronze
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 2,10:00am,7B Elkhorn Elite Blue2 7th,7B Westside Red 7th,7th Grade Bronze
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 1,2:00pm,7GSA OSA Platinum 7th,7GSA Lady Grizzlies Black 7th,7th Grade Gold
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 1,1:00pm,7GSA Millard West Black 7th,7GSA Lady Grizzlies Black 7th,7th Grade Gold
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 1,1:00pm,7GSA OSA Gold 7th,7GSA Lady Grizzlies Black 7th,7th Grade Gold
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 1,1:00pm,7GSA Millard West Black 7th,7GSA Legends 7th,7th Grade Gold
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 1,3:00pm,7GSA Marian Jr. Crusaders Blue 7th,7GSA Legends 7th,7th Grade Gold
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 1,1:00pm,7GSA OSA Gold 7th,7GSA Legends 7th,7th Grade Gold
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 1,3:00pm,7GSA OSA Gold 7th,7GSA Marian Jr. Crusaders Blue 7th,7th Grade Gold
Winter 2016,2/20/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,7GSA Millard North Silver 7th,7GSA Marian Jr. Crusaders Blue 7th,7th Grade Gold
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 1,1:00pm,7GSA Lady Grizzlies Black 7th,7GSA Marian Jr. Crusaders Blue 7th,7th Grade Gold
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 1,2:00pm,7GSA OSA Platinum 7th,7GSA Marian Jr. Crusaders Blue 7th,7th Grade Gold
Winter 2016,1/16/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,7GSA Legends 7th,7GSA Millard North Silver 7th,7th Grade Gold
Winter 2016,2/13/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,7GSA Lady Grizzlies Black 7th,7GSA Millard North Silver 7th,7th Grade Gold
Winter 2016,2/27/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,7GSA Millard West Black 7th,7GSA Millard North Silver 7th,7th Grade Gold
Winter 2016,2/6/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,7GSA Millard South 7th,7GSA Millard North Silver 7th,7th Grade Gold
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 1,2:00pm,7GSA Lady Grizzlies Black 7th,7GSA Millard South 7th,7th Grade Gold
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 1,2:00pm,7GSA Marian Jr. Crusaders Blue 7th,7GSA Millard South 7th,7th Grade Gold
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 1,1:00pm,7GSA Millard West Black 7th,7GSA Millard South 7th,7th Grade Gold
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 1,2:00pm,7GSA Legends 7th,7GSA Millard South 7th,7th Grade Gold
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 1,3:00pm,7GSA Marian Jr. Crusaders Blue 7th,7GSA Millard West Black 7th,7th Grade Gold
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 1,2:00pm,7GSA OSA Platinum 7th,7GSA Millard West Black 7th,7th Grade Gold
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 1,3:00pm,7GSA OSA Gold 7th,7GSA Millard West Black 7th,7th Grade Gold
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 1,1:00pm,7GSA Millard South 7th,7GSA OSA Gold 7th,7th Grade Gold
Winter 2016,1/23/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,7GSA Millard North Silver 7th,7GSA OSA Gold 7th,7th Grade Gold
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 1,2:00pm,7GSA Lady Grizzlies Black 7th,7GSA OSA Gold 7th,7th Grade Gold
Winter 2016,1/9/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,7GSA Millard North Silver 7th,7GSA OSA Platinum 7th,7th Grade Gold
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 1,3:00pm,7GSA Millard South 7th,7GSA OSA Platinum 7th,7th Grade Gold
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 1,3:00pm,7GSA Legends 7th,7GSA OSA Platinum 7th,7th Grade Gold
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 1,3:00pm,7GSA Legends 7th,7GSA OSA Platinum 7th,7th Grade Gold
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 1,11:00am,7SB Bellevue Thunder 7th,7SB AL Jr. Lynx 7th,7th Grade Silver
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 1,12:00pm,7SB Millard North Blue 7th,7SB AL Jr. Lynx 7th,7th Grade Silver
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 1,11:00am,7SB Lady Grizzlies Orange 7th,7SB AL Jr. Lynx 7th,7th Grade Silver
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 1,9:00am,7SB Marian Jr. Crusaders White 7th,7SB Bellevue Thunder 7th,7th Grade Silver
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 1,9:00am,7SB Westside Black 7th,7SB Bellevue Thunder 7th,7th Grade Silver
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 1,10:00am,7SB Gretna Green Ritterbush 7th,7SB Bellevue Thunder 7th,7th Grade Silver
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 1,12:00pm,7SB Millard West Green 7th,7SB Bellevue Thunder 7th,7th Grade Silver
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 1,10:00am,7SB Lady Grizzlies Orange 7th,7SB Gretna Green Ritterbush 7th,7th Grade Silver
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 1,10:00am,7SB AL Jr. Lynx 7th,7SB Gretna Green Ritterbush 7th,7th Grade Silver
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 1,10:00am,7SB Westside Black 7th,7SB Gretna Green Ritterbush 7th,7th Grade Silver
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 1,9:00am,7SB Millard North Blue 7th,7SB Lady Grizzlies Orange 7th,7th Grade Silver
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 1,12:00pm,7SB Bellevue Thunder 7th,7SB Lady Grizzlies Orange 7th,7th Grade Silver
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 1,9:00am,7SB Millard West Green 7th,7SB Lady Grizzlies Orange 7th,7th Grade Silver
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 1,10:00am,7SB Gretna Green Ritterbush 7th,7SB Marian Jr. Crusaders White 7th,7th Grade Silver
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 1,12:00pm,7SB Lady Grizzlies Orange 7th,7SB Marian Jr. Crusaders White 7th,7th Grade Silver
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 1,11:00am,7SB Millard West Green 7th,7SB Marian Jr. Crusaders White 7th,7th Grade Silver
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 1,11:00am,7SB AL Jr. Lynx 7th,7SB Marian Jr. Crusaders White 7th,7th Grade Silver
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 1,11:00am,7SB Millard West Green 7th,7SB Millard North Blue 7th,7th Grade Silver
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 1,9:00am,7SB Marian Jr. Crusaders White 7th,7SB Millard North Blue 7th,7th Grade Silver
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 1,10:00am,7SB Gretna Green Ritterbush 7th,7SB Millard North Blue 7th,7th Grade Silver
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 1,11:00am,7SB Bellevue Thunder 7th,7SB Millard North Blue 7th,7th Grade Silver
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 1,11:00am,7SB Westside Black 7th,7SB Millard West Green 7th,7th Grade Silver
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 1,12:00pm,7SB AL Jr. Lynx 7th,7SB Millard West Green 7th,7th Grade Silver
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 1,10:00am,7SB Gretna Green Ritterbush 7th,7SB Millard West Green 7th,7th Grade Silver
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 1,12:00pm,7SB AL Jr. Lynx 7th,7SB Westside Black 7th,7th Grade Silver
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 1,9:00am,7SB Millard North Blue 7th,7SB Westside Black 7th,7th Grade Silver
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 1,9:00am,7SB Lady Grizzlies Orange 7th,7SB Westside Black 7th,7th Grade Silver
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 1,12:00pm,7SB Marian Jr. Crusaders White 7th,7SB Westside Black 7th,7th Grade Silver
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,8B Gretna Meadows 8th,8B Bellevue Ice 8th,8th Grade Bronze
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,8B Roncalli Lady Pride 8th,8B Bellevue Ice 8th,8th Grade Bronze
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 2,7:00pm,8B Wahoo Cavalry 8th,8B Bellevue Ice 8th,8th Grade Bronze
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,8B Roncalli Lady Pride 8th,8B DC West 8th,8th Grade Bronze
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,8B Elkhorn Elite Red 7th,8B DC West 8th,8th Grade Bronze
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,8B Wahoo Cavalry 8th,8B DC West 8th,8th Grade Bronze
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,8B Bellevue Ice 8th,8B DC West 8th,8th Grade Bronze
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 2,7:00pm,8B Lincoln Ambassadors Blue 8th,8B Elkhorn Elite Red 7th,8th Grade Bronze
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,8B Bellevue Ice 8th,8B Elkhorn Elite Red 7th,8th Grade Bronze
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,8B Millard West White 8th,8B Elkhorn Elite Red 7th,8th Grade Bronze
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,8B Lincoln Ambassadors Blue 8th,8B Gretna Meadows 8th,8th Grade Bronze
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,8B Wahoo Cavalry 8th,8B Gretna Meadows 8th,8th Grade Bronze
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,8B Elkhorn Elite Red 7th,8B Gretna Meadows 8th,8th Grade Bronze
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,8B DC West 8th,8B Gretna Meadows 8th,8th Grade Bronze
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,8B Bellevue Ice 8th,8B Lincoln Ambassadors Blue 8th,8th Grade Bronze
