Season,Date,Location,Court,Time,Visitor,Home,Division
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,8B Roncalli Lady Pride 8th,8B Lincoln Ambassadors Blue 8th,8th Grade Bronze
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 2,7:00pm,8B DC West 8th,8B Lincoln Ambassadors Blue 8th,8th Grade Bronze
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,8B Millard West White 8th,8B Lincoln Ambassadors Blue 8th,8th Grade Bronze
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,8B Roncalli Lady Pride 8th,8B Millard West White 8th,8th Grade Bronze
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 2,7:00pm,8B DC West 8th,8B Millard West White 8th,8th Grade Bronze
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,8B Gretna Meadows 8th,8B Millard West White 8th,8th Grade Bronze
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 2,7:00pm,8B Bellevue Ice 8th,8B Millard West White 8th,8th Grade Bronze
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 2,12:00pm,8B Elkhorn Elite Red 7th,8B Roncalli Lady Pride 8th,8th Grade Bronze
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,8B Gretna Meadows 8th,8B Roncalli Lady Pride 8th,8th Grade Bronze
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 2,8:00pm,8B Wahoo Cavalry 8th,8B Roncalli Lady Pride 8th,8th Grade Bronze
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 2,7:00pm,8B Lincoln Ambassadors Blue 8th,8B Wahoo Cavalry 8th,8th Grade Bronze
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 2,5:00pm,8B Elkhorn Elite Red 7th,8B Wahoo Cavalry 8th,8th Grade Bronze
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 2,7:00pm,8B Millard West White 8th,8B Wahoo Cavalry 8th,8th Grade Bronze
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 1,5:00pm,8GSA Lincoln Ambasadors Gold 8th,8GSA Bellevue Thunder 8th,8th Grade Gold
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 1,5:00pm,8GSA Marian Crusaders Blue 8th,8GSA Bellevue Thunder 8th,8th Grade Gold
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 1,6:00pm,8GSA Millard South Red 8th,8GSA Bellevue Thunder 8th,8th Grade Gold
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 1,8:00pm,8GSA Lady Grizzlies Orange 8th,8GSA Elkhorn Elite Gold 8th,8th Grade Gold
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 1,8:00pm,8GSA Lincoln Ambasadors Gold 8th,8GSA Elkhorn Elite Gold 8th,8th Grade Gold
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 1,7:00pm,8GSA Millard South Red 8th,8GSA Elkhorn Elite Gold 8th,8th Grade Gold
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 1,8:00pm,8GSA OSA Gold 8th,8GSA Elkhorn Elite Gold 8th,8th Grade Gold
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 1,5:00pm,8GSA Skutt 8th,8GSA Fremont Elite Gold 8th,8th Grade Gold
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 1,7:00pm,8GSA Bellevue Thunder 8th,8GSA Fremont Elite Gold 8th,8th Grade Gold
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 1,6:00pm,8GSA Trailblazers 8th,8GSA Fremont Elite Gold 8th,8th Grade Gold
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 1,5:00pm,8GSA Skutt 8th,8GSA Lady Grizzlies Orange 8th,8th Grade Gold
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 1,7:00pm,8GSA Bellevue Thunder 8th,8GSA Lady Grizzlies Orange 8th,8th Grade Gold
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 1,4:00pm,8GSA OSA Gold 8th,8GSA Lady Grizzlies Orange 8th,8th Grade Gold
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 1,4:00pm,8GSA Fremont Elite Gold 8th,8GSA Lady Grizzlies Orange 8th,8th Grade Gold
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 1,7:00pm,8GSA Millard South Red 8th,8GSA Lincoln Ambasadors Gold 8th,8th Grade Gold
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 1,7:00pm,8GSA Fremont Elite Gold 8th,8GSA Lincoln Ambasadors Gold 8th,8th Grade Gold
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 1,4:00pm,8GSA Marian Crusaders Blue 8th,8GSA Lincoln Ambasadors Gold 8th,8th Grade Gold
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 1,8:00pm,8GSA Elkhorn Elite Gold 8th,8GSA Marian Crusaders Blue 8th,8th Grade Gold
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 1,4:00pm,8GSA Trailblazers 8th,8GSA Marian Crusaders Blue 8th,8th Grade Gold
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 1,5:00pm,8GSA Fremont Elite Gold 8th,8GSA Marian Crusaders Blue 8th,8th Grade Gold
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 1,6:00pm,8GSA Skutt 8th,8GSA Millard South Red 8th,8th Grade Gold
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 1,5:00pm,8GSA Lady Grizzlies Orange 8th,8GSA Millard South Red 8th,8th Grade Gold
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 1,4:00pm,8GSA Marian Crusaders Blue 8th,8GSA Millard South Red 8th,8th Grade Gold
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 1,6:00pm,8GSA OSA Gold 8th,8GSA Millard South Red 8th,8th Grade Gold
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 1,8:00pm,8GSA Fremont Elite Gold 8th,8GSA OSA Gold 8th,8th Grade Gold
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 1,8:00pm,8GSA Marian Crusaders Blue 8th,8GSA OSA Gold 8th,8th Grade Gold
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 1,5:00pm,8GSA Lincoln Ambasadors Gold 8th,8GSA OSA Gold 8th,8th Grade Gold
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 1,4:00pm,8GSA OSA Gold 8th,8GSA Skutt 8th,8th Grade Gold
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 1,6:00pm,8GSA Elkhorn Elite Gold 8th,8GSA Skutt 8th,8th Grade Gold
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 1,7:00pm,8GSA Bellevue Thunder 8th,8GSA Skutt 8th,8th Grade Gold
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 1,4:00pm,8GSA Lady Grizzlies Orange 8th,8GSA Trailblazers 8th,8th Grade Gold
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 1,6:00pm,8GSA Lincoln Ambasadors Gold 8th,8GSA Trailblazers 8th,8th Grade Gold
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 1,6:00pm,8GSA Bellevue Thunder 8th,8GSA Trailblazers 8th,8th Grade Gold
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 1,7:00pm,8GSA Elkhorn Elite Gold 8th,8GSA Trailblazers 8th,8th Grade Gold
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 1,8:00pm,8GSA Skutt 8th,8GSA Trailblazers 8th,8th Grade Gold
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,8SB Elkhorn Elite White 8th,8SB AL Jr. Lynx 8th,8th Grade Silver
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,8SB Thunder 9th,8SB AL Jr. Lynx 8th,8th Grade Silver
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,8SB Millard South White 8th,8SB AL Jr. Lynx 8th,8th Grade Silver
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB AL Jr. Lynx 8th,8SB Elkhorn Elite Blue 8th,8th Grade Silver
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB Millard South White 8th,8SB Elkhorn Elite Blue 8th,8th Grade Silver
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,8SB Lady Grizzlies White 8th,8SB Elkhorn Elite Blue 8th,8th Grade Silver
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,8SB AL Jr. Lynx 8th,8SB Elkhorn Elite Red 8th,8th Grade Silver
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,8SB Skutt 8th,8SB Elkhorn Elite Red 8th,8th Grade Silver
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB Thunder 9th,8SB Elkhorn Elite Red 8th,8th Grade Silver
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,8SB OSA Black 8th,8SB Elkhorn Elite Red 8th,8th Grade Silver
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,8SB Millard South White 8th,8SB Elkhorn Elite Red 8th,8th Grade Silver
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,8SB Marian Jr. Crusaders White 8th,8SB Elkhorn Elite White 8th,8th Grade Silver
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,8SB Skutt 8th,8SB Elkhorn Elite White 8th,8th Grade Silver
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,8SB Millard South White 8th,8SB Lady Grizzlies White 8th,8th Grade Silver
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,8SB OSA Black 8th,8SB Lady Grizzlies White 8th,8th Grade Silver
Winter 2016,2/21/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,8SB Elkhorn Elite Red 8th,8SB Lady Grizzlies White 8th,8th Grade Silver
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,8SB Elkhorn Elite White 8th,8SB Lady Grizzlies White 8th,8th Grade Silver
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,8SB Thunder 9th,8SB Lady Grizzlies White 8th,8th Grade Silver
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,8SB OSA Black 8th,8SB Marian Jr. Crusaders White 8th,8th Grade Silver
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,8SB Elkhorn Elite Blue 8th,8SB Marian Jr. Crusaders White 8th,8th Grade Silver
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB AL Jr. Lynx 8th,8SB Marian Jr. Crusaders White 8th,8th Grade Silver
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,8SB Elkhorn Elite Red 8th,8SB Marian Jr. Crusaders White 8th,8th Grade Silver
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 2,3:00pm,8SB Marian Jr. Crusaders White 8th,8SB Millard South White 8th,8th Grade Silver
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,8SB Elkhorn Elite White 8th,8SB Millard South White 8th,8th Grade Silver
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,8SB OSA Black 8th,8SB Millard South White 8th,8th Grade Silver
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,8SB Elkhorn Elite White 8th,8SB OSA Black 8th,8th Grade Silver
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,8SB Skutt 8th,8SB OSA Black 8th,8th Grade Silver
Winter 2016,2/7/2016,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB Elkhorn Elite Blue 8th,8SB OSA Black 8th,8th Grade Silver
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,8SB Thunder 9th,8SB Skutt 8th,8th Grade Silver
Winter 2016,1/10/2016,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB Elkhorn Elite Blue 8th,8SB Skutt 8th,8th Grade Silver
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,8SB Lady Grizzlies White 8th,8SB Skutt 8th,8th Grade Silver
Winter 2016,2/14/2016,Elkhorn Ridge Middle School,Court 2,4:00pm,8SB AL Jr. Lynx 8th,8SB Skutt 8th,8th Grade Silver
Winter 2016,1/17/2016,Elkhorn Ridge Middle School,Court 2,6:00pm,8SB Elkhorn Elite Blue 8th,8SB Thunder 9th,8th Grade Silver
Winter 2016,1/24/2016,Elkhorn Ridge Middle School,Court 2,2:00pm,8SB Marian Jr. Crusaders White 8th,8SB Thunder 9th,8th Grade Silver
Winter 2016,2/28/2016,Elkhorn Ridge Middle School,Court 2,1:00pm,8SB Elkhorn Elite White 8th,8SB Thunder 9th,8th Grade Silver
