Season,Date,Time,Visitor,Home,Division,Location,Court
Fall 2016,11/13/2016,2:00pm,7S Louisville Lions 7th,7S Millard South 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/13/2016,3:00pm,7S DC West Swish 22 7th,7S Elkhorn Elite Red 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/13/2016,4:00pm,7S Bellevue Ice Purple 7th,7S Elkhorn Elite Red 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/13/2016,4:00pm,7S Lincoln Ambassadors Gold 7th,7S Glenwood 7th,7th Grade Silver,NE Elite,Court 1
Fall 2016,11/13/2016,8:00am,7S Marian Jr Cursaders Hoffman 7th,7S OSA Black 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/13/2016,9:00am,7S Fremont Elite Kinning 7th,7S OSA Black 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/20/2016,1:00pm,7S Elkhorn Elite Blue 7th,7S Millard West Black 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/20/2016,10:00am,7S Harlan Cyclones Black 7th,7S Blair Purple 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/20/2016,11:00am,7S Fremont Elite Kinning 7th,7S Blair Purple 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/20/2016,11:00am,7S Millard North Silver 7th,7S Elkhorn Elite Red 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/20/2016,12:00pm,7S Fremont Elite Kinning 7th,7S Elkhorn Elite Red 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/20/2016,12:00pm,7S Louisville Lions 7th,7S Millard West Black 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/20/2016,2:00pm,7S Harlan Cyclones Red 7th,7S Glenwood 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/20/2016,3:00pm,7S DC West Swish 22 7th,7S Westpoint GACC 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/20/2016,4:00pm,7S Harlan Cyclones Red 7th,7S Marian Jr Cursaders Hoffman 7th,7th Grade Silver,NE Elite,Court 1
Fall 2016,11/20/2016,4:00pm,7S Bellevue Ice Purple 7th,7S Westpoint GACC 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,11/20/2016,8:00am,7S Lady Grizzlies Orange 7th,7S Skutt 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,11/20/2016,9:00am,7S Harlan Cyclones Black 7th,7S Skutt 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,12/4/2016,1:00pm,7S OSA Black 7th,7S Council Bluffs LC Titans 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,12/4/2016,10:00am,7S Westside Black 7th,7S Millard North Silver 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,12/4/2016,11:00am,7S Lincoln Ambassadors Gold 7th,7S Lady Grizzlies Orange 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,12/4/2016,11:00am,7S Glenwood 7th,7S Skutt 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,12/4/2016,12:00pm,7S Skutt 7th,7S Fremont Elite Kinning 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,12/4/2016,12:00pm,7S Elkhorn Elite Red 7th,7S Louisville Lions 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,12/4/2016,2:00pm,7S North Bend 7th,7S Harlan Cyclones Red 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,12/4/2016,3:00pm,7S North Bend 7th,7S OSA Black 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,12/4/2016,4:00pm,7S Harlan Cyclones Red 7th,7S Bellevue Ice Purple 7th,7th Grade Silver,NE Elite,Court 2
Fall 2016,12/4/2016,4:00pm,7S Elkhorn Elite Blue 7th,7S Harlan Cyclones Black 7th,7th Grade Silver,NE Elite,Court 1
Fall 2016,12/4/2016,8:00am,7S DC West Swish 22 7th,7S Westside Black 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,12/4/2016,9:00am,7S Blair Purple 7th,7S Marian Jr Cursaders Hoffman 7th,7th Grade Silver,ERMS,Court 1
Fall 2016,10/15/2016,7:00pm,8B DC West Swish 21 8th,8B AG Lady Jays Grey 8th,8th Grade Bronze,ERMS,Court 1
Fall 2016,10/16/2016,10:00am,8B OSA Black 8th,8B Elkhorn Elite Blue 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,10/16/2016,11:00am,8B AL Jr Lynx 8th,8B Millard West Green 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,10/16/2016,8:00am,8B Skutt Green 8th,8B Platteview Jr Trojans 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,10/16/2016,9:00am,8B Skutt Green 8th,8B Westside White 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,10/22/2016,7:00pm,8B AG Lady Jays Grey 8th,8B Westside White 8th,8th Grade Bronze,ERMS,Court 1
Fall 2016,10/23/2016,10:00am,8B Platteview Jr Trojans 8th,8B Elkhorn Elite Red 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,10/23/2016,11:00am,8B Elkhorn Elite Blue 8th,8B AL Jr Lynx 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,10/23/2016,8:00am,8B OSA Black 8th,8B Elkhorn Elite Red 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,10/23/2016,9:00am,8B Millard West Green 8th,8B DC West Swish 21 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,10/29/2016,7:00pm,8B Westside White 8th,8B Millard West Green 8th,8th Grade Bronze,ERMS,Court 1
Fall 2016,10/30/2016,10:00am,8B Skutt Green 8th,8B Elkhorn Elite Red 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,10/30/2016,11:00am,8B Platteview Jr Trojans 8th,8B AG Lady Jays Grey 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,10/30/2016,8:00am,8B DC West Swish 21 8th,8B OSA Black 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,10/30/2016,9:00am,8B AL Jr Lynx 8th,8B OSA Black 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,11/5/2016,7:00pm,8B Millard West Green 8th,8B Platteview Jr Trojans 8th,8th Grade Bronze,ERMS,Court 1
Fall 2016,11/6/2016,10:00am,8B Elkhorn Elite Blue 8th,8B Westside White 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,11/6/2016,11:00am,8B Elkhorn Elite Red 8th,8B AL Jr Lynx 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,11/6/2016,8:00am,8B AG Lady Jays Grey 8th,8B Skutt Green 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,11/6/2016,9:00am,8B DC West Swish 21 8th,8B Elkhorn Elite Blue 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,11/12/2016,7:00pm,8B Platteview Jr Trojans 8th,8B Elkhorn Elite Blue 8th,8th Grade Bronze,ERMS,Court 1
Fall 2016,11/13/2016,10:00am,8B Skutt Green 8th,8B Millard West Green 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,11/13/2016,11:00am,8B DC West Swish 21 8th,8B AL Jr Lynx 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,11/13/2016,8:00am,8B Westside White 8th,8B OSA Black 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,11/13/2016,9:00am,8B AG Lady Jays Grey 8th,8B Elkhorn Elite Red 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,11/19/2016,7:00pm,8B Elkhorn Elite Blue 8th,8B Skutt Green 8th,8th Grade Bronze,ERMS,Court 1
Fall 2016,11/20/2016,10:00am,8B Elkhorn Elite Red 8th,8B DC West Swish 21 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,11/20/2016,11:00am,8B AL Jr Lynx 8th,8B Westside White 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,11/20/2016,8:00am,8B Millard West Green 8th,8B AG Lady Jays Grey 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,11/20/2016,9:00am,8B OSA Black 8th,8B Platteview Jr Trojans 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,12/3/2016,7:00pm,8B Millard West Green 8th,8B Elkhorn Elite Red 8th,8th Grade Bronze,ERMS,Court 1
Fall 2016,12/4/2016,10:00am,8B AG Lady Jays Grey 8th,8B Elkhorn Elite Blue 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,12/4/2016,11:00am,8B Platteview Jr Trojans 8th,8B AL Jr Lynx 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,12/4/2016,8:00am,8B Westside White 8th,8B DC West Swish 21 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,12/4/2016,9:00am,8B Skutt Green 8th,8B OSA Black 8th,8th Grade Bronze,ERMS,Court 2
Fall 2016,10/15/2016,8:00pm,8G Lewis Township Titans 8th,8G Millard North Silver 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/16/2016,4:00pm,8G PLV South Titans Black 8th,8G Marian Jr Crusaders Blue 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/16/2016,5:00pm,8G Legends 8th,8G PLV South Titans Black 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/16/2016,6:00pm,8G Unity Stars 8th,8G Lewis Township Titans 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/16/2016,7:00pm,8G Gross Omaha Cougars 8th,8G Lincoln Huskies 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/16/2016,8:00pm,8G Millard West Black 8th,8G Elkhorn Elite Gold 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/22/2016,8:00pm,8G Millard North Silver 8th,8G Gross Omaha Cougars 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/23/2016,4:00pm,8G Nebraska Lasers Black 8th,8G Marian Jr Crusaders Blue 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/23/2016,5:00pm,8G Nebraska Lasers Black 8th,8G Millard West Black 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/23/2016,6:00pm,8G Elkhorn Elite Gold 8th,8G Nebraska United 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/23/2016,7:00pm,8G Unity Stars 8th,8G Nebraska United 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/23/2016,8:00pm,8G Lincoln Huskies 8th,8G Legends 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/29/2016,8:00pm,8G Legends 8th,8G Millard North Silver 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/30/2016,4:00pm,8G Marian Jr Crusaders Blue 8th,8G Lincoln Huskies 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/30/2016,5:00pm,8G PLV South Titans Black 8th,8G Nebraska United 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/30/2016,6:00pm,8G Nebraska Lasers Black 8th,8G Nebraska United 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/30/2016,7:00pm,8G Nebraska Lasers Black 8th,8G Elkhorn Elite Gold 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/30/2016,8:00pm,8G Gross Omaha Cougars 8th,8G Lewis Township Titans 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/5/2016,8:00pm,8G Millard North Silver 8th,8G Marian Jr Crusaders Blue 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/6/2016,4:00pm,8G Unity Stars 8th,8G Gross Omaha Cougars 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/6/2016,5:00pm,8G Elkhorn Elite Gold 8th,8G Unity Stars 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/6/2016,6:00pm,8G Millard West Black 8th,8G PLV South Titans Black 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/6/2016,7:00pm,8G Lincoln Huskies 8th,8G Millard West Black 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/6/2016,8:00pm,8G Lewis Township Titans 8th,8G Legends 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/12/2016,8:00pm,8G Elkhorn Elite Gold 8th,8G Millard North Silver 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/13/2016,4:00pm,8G PLV South Titans Black 8th,8G Nebraska Lasers Black 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/13/2016,5:00pm,8G Unity Stars 8th,8G Nebraska Lasers Black 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/13/2016,6:00pm,8G Lincoln Huskies 8th,8G Elkhorn Elite Gold 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/13/2016,7:00pm,8G Marian Jr Crusaders Blue 8th,8G Lewis Township Titans 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/13/2016,8:00pm,8G Legends 8th,8G Gross Omaha Cougars 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/19/2016,8:00pm,8G Millard North Silver 8th,8G Nebraska United 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/20/2016,4:00pm,8G Lewis Township Titans 8th,8G Millard West Black 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/20/2016,5:00pm,8G Elkhorn Elite Gold 8th,8G PLV South Titans Black 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/20/2016,6:00pm,8G Unity Stars 8th,8G Legends 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/20/2016,7:00pm,8G Marian Jr Crusaders Blue 8th,8G Legends 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,11/20/2016,8:00pm,8G Nebraska Lasers Black 8th,8G Lincoln Huskies 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,12/3/2016,8:00pm,8G Millard West Black 8th,8G Millard North Silver 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,12/4/2016,4:00pm,8G Nebraska United 8th,8G Lewis Township Titans 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,12/4/2016,5:00pm,8G Nebraska United 8th,8G Lincoln Huskies 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,12/4/2016,6:00pm,8G Gross Omaha Cougars 8th,8G Millard West Black 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,12/4/2016,7:00pm,8G Gross Omaha Cougars 8th,8G Marian Jr Crusaders Blue 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,12/4/2016,8:00pm,8G PLV South Titans Black 8th,8G Unity Stars 8th,8th Grade Gold,ERMS,Court 1
Fall 2016,10/16/2016,1:00pm,8S Harlan Cyclones 8th,8S AL Jr Lynx Blue 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,10/16/2016,1:00pm,8S OSA Gold 7th,8S Glenwood 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/16/2016,12:00pm,8S AL Jr Lynx Blue 8th,8S AG Lady Jays Blue 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/16/2016,2:00pm,8S Nebraska Lasers Gold 7th,8S CB TJ Jr Jackets 7th/8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/16/2016,2:00pm,8S Harlan Cyclones 8th,8S Westside Red 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,10/16/2016,3:00pm,8S Elkhorn Elite Gold 7th,8S Bellevue Thunder 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,10/16/2016,3:00pm,8S Nebraska Lasers Gold 7th,8S Westpoint GACC 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/16/2016,4:00pm,8S OSA Gold 8th,8S Hustle 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/16/2016,5:00pm,8S Bellevue Thunder 8th,8S Bellevue Ice 8th,8th Grade Silver,NE Elite,Court 2
Fall 2016,10/16/2016,5:00pm,8S Marian Crusaders White 8th,8S Westpoint GACC 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/16/2016,6:00pm,8S Millard South 8th,8S Blair Purple 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/16/2016,7:00pm,8S Millard North Blue 8th,8S Elkhorn Elite Silver 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/16/2016,8:00pm,8S AG Lady Jays White 8th,8S Hustle 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/23/2016,1:00pm,8S Bellevue Thunder 7th,8S AG Lady Jays White 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,10/23/2016,1:00pm,8S OSA Gold 7th,8S North Bend 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/23/2016,12:00pm,8S OSA Gold 7th,8S Millard North Blue 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/23/2016,2:00pm,8S AHST Avoca 8th,8S Lincoln Rockets 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/23/2016,2:00pm,8S Bellevue Thunder 7th,8S Westside Red 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,10/23/2016,3:00pm,8S Glenwood 8th,8S Elkhorn Elite Gold 7th,8th Grade Silver,ERMS,Court 1
Fall 2016,10/23/2016,3:00pm,8S Bellevue Thunder 8th,8S Lincoln Rockets 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/23/2016,4:00pm,8S Bellevue Thunder 8th,8S Skutt Black 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/23/2016,5:00pm,8S OSA Gold 8th,8S CB TJ Jr Jackets 7th/8th,8th Grade Silver,NE Elite,Court 2
Fall 2016,10/23/2016,5:00pm,8S Skutt Black 8th,8S Marian Crusaders White 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/23/2016,6:00pm,8S AHST Avoca 8th,8S Millard South 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/23/2016,7:00pm,8S Elkhorn Elite Silver 8th,8S Millard South 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/23/2016,8:00pm,8S Blair Purple 8th,8S Hustle 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/30/2016,1:00pm,8S AHST Avoca 8th,8S AL Jr Lynx Blue 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,10/30/2016,1:00pm,8S Lincoln Rockets 8th,8S Westpoint GACC 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/30/2016,12:00pm,8S Lincoln Shockerz Elite 7th,8S AL Jr Lynx Blue 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/30/2016,2:00pm,8S AHST Avoca 8th,8S CB TJ Jr Jackets 7th/8th,8th Grade Silver,ERMS,Court 1
Fall 2016,10/30/2016,2:00pm,8S Lincoln Rockets 8th,8S Nebraska Lasers Gold 7th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/30/2016,3:00pm,8S Westpoint GACC 8th,8S Bellevue Thunder 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/30/2016,3:00pm,8S Elkhorn Elite Gold 7th,8S North Bend 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,10/30/2016,4:00pm,8S AG Lady Jays Blue 8th,8S Westside Red 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/30/2016,5:00pm,8S Bellevue Thunder 7th,8S Blair Purple 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/30/2016,5:00pm,8S Bellevue Ice 8th,8S Marian Crusaders White 8th,8th Grade Silver,NE Elite,Court 2
Fall 2016,10/30/2016,6:00pm,8S Millard North Blue 8th,8S Skutt Black 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/30/2016,7:00pm,8S Millard South 8th,8S Glenwood 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,10/30/2016,8:00pm,8S Hustle 8th,8S Elkhorn Elite Silver 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/6/2016,1:00pm,8S Harlan Cyclones 8th,8S AG Lady Jays White 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,11/6/2016,1:00pm,8S Millard North Blue 8th,8S Lincoln Shockerz Elite 7th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/6/2016,12:00pm,8S Westside Red 8th,8S Lincoln Shockerz Elite 7th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/6/2016,2:00pm,8S Harlan Cyclones 8th,8S Blair Purple 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,11/6/2016,2:00pm,8S AL Jr Lynx Blue 8th,8S Westside Red 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/6/2016,3:00pm,8S AG Lady Jays White 8th,8S AL Jr Lynx Blue 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/6/2016,3:00pm,8S North Bend 8th,8S Millard South 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,11/6/2016,4:00pm,8S Hustle 8th,8S Glenwood 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/6/2016,5:00pm,8S Millard North Blue 8th,8S Bellevue Ice 8th,8th Grade Silver,NE Elite,Court 2
Fall 2016,11/6/2016,5:00pm,8S AG Lady Jays Blue 8th,8S North Bend 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/6/2016,6:00pm,8S Elkhorn Elite Silver 8th,8S Bellevue Thunder 7th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/6/2016,7:00pm,8S CB TJ Jr Jackets 7th/8th,8S Marian Crusaders White 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/6/2016,8:00pm,8S OSA Gold 7th,8S Elkhorn Elite Gold 7th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/13/2016,1:00pm,8S Elkhorn Elite Gold 7th,8S AHST Avoca 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,11/13/2016,1:00pm,8S Lincoln Shockerz Elite 7th,8S Elkhorn Elite Silver 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/13/2016,12:00pm,8S Hustle 8th,8S North Bend 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/13/2016,2:00pm,8S AG Lady Jays Blue 8th,8S Blair Purple 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,11/13/2016,2:00pm,8S Millard North Blue 8th,8S Westpoint GACC 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/13/2016,3:00pm,8S Lincoln Shockerz Elite 7th,8S AG Lady Jays White 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/13/2016,3:00pm,8S Westpoint GACC 8th,8S Bellevue Ice 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,11/13/2016,4:00pm,8S Bellevue Thunder 7th,8S Glenwood 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/13/2016,5:00pm,8S OSA Gold 7th,8S Nebraska Lasers Gold 7th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/13/2016,5:00pm,8S Bellevue Ice 8th,8S Skutt Black 8th,8th Grade Silver,NE Elite,Court 2
Fall 2016,11/13/2016,6:00pm,8S Millard South 8th,8S Nebraska Lasers Gold 7th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/13/2016,7:00pm,8S Millard South 8th,8S OSA Gold 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/13/2016,8:00pm,8S OSA Gold 8th,8S Marian Crusaders White 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/20/2016,1:00pm,8S North Bend 8th,8S Bellevue Thunder 7th,8th Grade Silver,ERMS,Court 1
Fall 2016,11/20/2016,1:00pm,8S Glenwood 8th,8S Harlan Cyclones 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/20/2016,12:00pm,8S Skutt Black 8th,8S Westpoint GACC 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/20/2016,2:00pm,8S OSA Gold 8th,8S Lincoln Rockets 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/20/2016,2:00pm,8S Blair Purple 8th,8S Lincoln Shockerz Elite 7th,8th Grade Silver,ERMS,Court 1
Fall 2016,11/20/2016,3:00pm,8S Skutt Black 8th,8S Lincoln Rockets 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/20/2016,3:00pm,8S AG Lady Jays Blue 8th,8S Lincoln Shockerz Elite 7th,8th Grade Silver,ERMS,Court 1
Fall 2016,11/20/2016,4:00pm,8S AG Lady Jays White 8th,8S CB TJ Jr Jackets 7th/8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/20/2016,5:00pm,8S Nebraska Lasers Gold 7th,8S Bellevue Ice 8th,8th Grade Silver,NE Elite,Court 2
Fall 2016,11/20/2016,5:00pm,8S Bellevue Thunder 8th,8S CB TJ Jr Jackets 7th/8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/20/2016,6:00pm,8S Westside Red 8th,8S Millard North Blue 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/20/2016,7:00pm,8S Nebraska Lasers Gold 7th,8S Elkhorn Elite Gold 7th,8th Grade Silver,ERMS,Court 2
Fall 2016,11/20/2016,8:00pm,8S Marian Crusaders White 8th,8S OSA Gold 7th,8th Grade Silver,ERMS,Court 2
Fall 2016,12/4/2016,1:00pm,8S OSA Gold 8th,8S Elkhorn Elite Gold 7th,8th Grade Silver,ERMS,Court 1
Fall 2016,12/4/2016,1:00pm,8S CB TJ Jr Jackets 7th/8th,8S Skutt Black 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,12/4/2016,12:00pm,8S OSA Gold 7th,8S Bellevue Thunder 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,12/4/2016,2:00pm,8S OSA Gold 8th,8S Bellevue Thunder 7th,8th Grade Silver,ERMS,Court 2
Fall 2016,12/4/2016,2:00pm,8S AL Jr Lynx Blue 8th,8S Blair Purple 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,12/4/2016,3:00pm,8S Westside Red 8th,8S AG Lady Jays White 8th,8th Grade Silver,ERMS,Court 1
Fall 2016,12/4/2016,3:00pm,8S Hustle 8th,8S AHST Avoca 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,12/4/2016,4:00pm,8S AG Lady Jays Blue 8th,8S Glenwood 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,12/4/2016,5:00pm,8S Elkhorn Elite Silver 8th,8S AG Lady Jays Blue 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,12/4/2016,5:00pm,8S Bellevue Ice 8th,8S AHST Avoca 8th,8th Grade Silver,NE Elite,Court 2
Fall 2016,12/4/2016,6:00pm,8S Harlan Cyclones 8th,8S Elkhorn Elite Silver 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,12/4/2016,7:00pm,8S Harlan Cyclones 8th,8S North Bend 8th,8th Grade Silver,ERMS,Court 2
Fall 2016,12/4/2016,8:00pm,8S Marian Crusaders White 8th,8S Lincoln Rockets 8th,8th Grade Silver,ERMS,Court 2
