Season,Date,Location,Court,Time,Visitor,Home,Division
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 1,3:00pm,5SB Blair Purple 5th,5SB PLV Monarchs 5th,5th Grade Silver B
Fall 2015,10/17/2015,Nebraska Elite,Court 1,7:00pm,5B Westside Red 6th,6B Abraham Lincoln Jr Lynx 6th,6th Grade Bronze
Fall 2015,10/31/2015,Nebraska Elite,Court 1,8:00pm,6B Harlan Cyclones Red 6th,6B Abraham Lincoln Jr Lynx 6th,6th Grade Bronze
Fall 2015,11/14/2015,Elkhorn Ridge Middle School,Court 1,9:00am,6B Elkhorn Elite Blue 6th,6B Abraham Lincoln Jr Lynx 6th,6th Grade Bronze
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 1,11:00am,6B Bellevue Ice White 6th,6B Abraham Lincoln Jr Lynx 6th,6th Grade Bronze
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 1,10:00am,6B Bennington Badgers White 6th,6B Bellevue Ice White 6th,6th Grade Bronze
Fall 2015,10/31/2015,Elkhorn Ridge Middle School,Court 1,11:00am,6B Millard West Green 6th,6B Bellevue Ice White 6th,6th Grade Bronze
Fall 2015,11/14/2015,Elkhorn Ridge Middle School,Court 1,11:00am,6B Lady Grizzlies Orange 5th,6B Bellevue Ice White 6th,6th Grade Bronze
Fall 2015,10/24/2015,Nebraska Elite,Court 1,7:00pm,6B Harlan Cyclones Black 6th,6B Bennington Badgers White 6th,6th Grade Bronze
Fall 2015,10/31/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,6B Marian Jr. Crusaders Blue 6th,6B Bennington Badgers White 6th,6th Grade Bronze
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 1,10:00am,6B Millard West Green 6th,6B Bennington Badgers White 6th,6th Grade Bronze
Fall 2015,10/24/2015,Elkhorn Ridge Middle School,Court 1,1:00pm,6B Millard West Green 6th,6B Elkhorn Elite Blue 6th,6th Grade Bronze
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 1,9:00am,6B PLV Mondarchs White 5th/6th,6B Elkhorn Elite Blue 6th,6th Grade Bronze
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 1,10:00am,6B Lady Grizzlies Orange 5th,6B Elkhorn Elite Blue 6th,6th Grade Bronze
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 1,12:00pm,6B Harlan Cyclones Red 6th,6B Elkhorn Elite White 6th,6th Grade Bronze
Fall 2015,11/14/2015,Elkhorn Ridge Middle School,Court 1,10:00am,6B Bellevue Ice White 6th,6B Elkhorn Elite White 6th,6th Grade Bronze
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 1,9:00am,6B Bennington Badgers White 6th,6B Elkhorn Elite White 6th,6th Grade Bronze
Fall 2015,10/24/2015,Elkhorn Ridge Middle School,Court 1,10:00am,6B Marian Jr. Crusaders Blue 6th,6B Fremont Elite Yellow 6th,6th Grade Bronze
Fall 2015,10/31/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,6B Elkhorn Elite Blue 6th,6B Fremont Elite Yellow 6th,6th Grade Bronze
Fall 2015,11/21/2015,Nebraska Elite,Court 1,7:00pm,6B Millard West White 6th,6B Fremont Elite Yellow 6th,6th Grade Bronze
Fall 2015,11/7/2015,Nebraska Elite,Court 1,7:00pm,6B Bennington Badgers White 6th,6B Fremont Elite Yellow 6th,6th Grade Bronze
Fall 2015,10/24/2015,Elkhorn Ridge Middle School,Court 1,11:00am,6B Abraham Lincoln Jr Lynx 6th,6B Gretna White 6th,6th Grade Bronze
Fall 2015,11/21/2015,Nebraska Elite,Court 1,8:00pm,6B Fremont Elite Yellow 6th,6B Gretna White 6th,6th Grade Bronze
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 1,11:00am,5B Westside Red 6th,6B Gretna White 6th,6th Grade Bronze
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 1,1:00pm,6B Millard West Black 5th,6B Gretna White 6th,6th Grade Bronze
Fall 2015,10/24/2015,Nebraska Elite,Court 1,8:00pm,6B Millard West White 6th,6B Harlan Cyclones Black 6th,6th Grade Bronze
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 1,12:00pm,6B Abraham Lincoln Jr Lynx 6th,6B Harlan Cyclones Black 6th,6th Grade Bronze
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,6B Elkhorn Elite White 6th,6B Harlan Cyclones Black 6th,6th Grade Bronze
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 1,11:00am,6B Lady Grizzlies Orange 5th,6B Harlan Cyclones Red 6th,6th Grade Bronze
Fall 2015,10/31/2015,Nebraska Elite,Court 1,7:00pm,6B PLV Mondarchs White 5th/6th,6B Harlan Cyclones Red 6th,6th Grade Bronze
Fall 2015,11/14/2015,Elkhorn Ridge Middle School,Court 1,12:00pm,6B Gretna White 6th,6B Harlan Cyclones Red 6th,6th Grade Bronze
Fall 2015,12/5/2015,Nebraska Elite,Court 1,6:00pm,6B Fremont Elite Yellow 6th,6B Harlan Cyclones Red 6th,6th Grade Bronze
Fall 2015,10/24/2015,Elkhorn Ridge Middle School,Court 1,9:00am,6B Gretna White 6th,6B Lady Grizzlies Orange 5th,6th Grade Bronze
Fall 2015,10/31/2015,Nebraska Elite,Court 1,6:00pm,6B Millard West Black 5th,6B Lady Grizzlies Orange 5th,6th Grade Bronze
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 1,11:00am,6B Harlan Cyclones Black 6th,6B Lady Grizzlies Orange 5th,6th Grade Bronze
Fall 2015,12/5/2015,Nebraska Elite,Court 1,8:00pm,6B Marian Jr. Crusaders Blue 6th,6B Lady Grizzlies Orange 5th,6th Grade Bronze
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 1,9:00am,6B Bellevue Ice White 6th,6B Marian Jr. Crusaders Blue 6th,6th Grade Bronze
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 1,1:00pm,6B Elkhorn Elite White 6th,6B Marian Jr. Crusaders Blue 6th,6th Grade Bronze
Fall 2015,11/7/2015,Nebraska Elite,Court 1,8:00pm,6B Millard West White 6th,6B Marian Jr. Crusaders Blue 6th,6th Grade Bronze
Fall 2015,10/24/2015,Nebraska Elite,Court 1,6:00pm,6B Elkhorn Elite White 6th,6B Millard West Black 5th,6th Grade Bronze
Fall 2015,11/21/2015,Nebraska Elite,Court 1,6:00pm,5B Westside Red 6th,6B Millard West Black 5th,6th Grade Bronze
Fall 2015,11/7/2015,Nebraska Elite,Court 1,6:00pm,6B Abraham Lincoln Jr Lynx 6th,6B Millard West Black 5th,6th Grade Bronze
Fall 2015,10/17/2015,Nebraska Elite,Court 1,6:00pm,6B Millard West Black 5th,6B Millard West Green 6th,6th Grade Bronze
Fall 2015,11/14/2015,Nebraska Elite,Court 1,7:00pm,6B Marian Jr. Crusaders Blue 6th,6B Millard West Green 6th,6th Grade Bronze
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,6B Harlan Cyclones Black 6th,6B Millard West Green 6th,6th Grade Bronze
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 1,10:00am,6B Millard West White 6th,6B Millard West Green 6th,6th Grade Bronze
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 1,1:00pm,6B Elkhorn Elite Blue 6th,6B Millard West White 6th,6th Grade Bronze
Fall 2015,10/31/2015,Elkhorn Ridge Middle School,Court 1,10:00am,6B Bellevue Ice White 6th,6B Millard West White 6th,6th Grade Bronze
Fall 2015,11/14/2015,Nebraska Elite,Court 1,8:00pm,6B Bennington Badgers White 6th,6B Millard West White 6th,6th Grade Bronze
Fall 2015,10/17/2015,Nebraska Elite,Court 1,8:00pm,6B Fremont Elite Yellow 6th,6B PLV Mondarchs White 5th/6th,6th Grade Bronze
Fall 2015,11/14/2015,Nebraska Elite,Court 1,6:00pm,6B Millard West Black 5th,6B PLV Mondarchs White 5th/6th,6th Grade Bronze
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 1,9:00am,6B Gretna White 6th,6B PLV Mondarchs White 5th/6th,6th Grade Bronze
Fall 2015,12/5/2015,Nebraska Elite,Court 1,7:00pm,6B Harlan Cyclones Black 6th,6B PLV Mondarchs White 5th/6th,6th Grade Bronze
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,6G PLV South Titans Black 6th,6G Council Bluffs Titans 6th,6th Grade Gold
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,6G Lincoln Huskies 6th,6G Council Bluffs Titans 6th,6th Grade Gold
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,6G Lady Grizzlies Orange 6th,6G Council Bluffs Titans 6th,6th Grade Gold
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,6G PLV South Titans Black 6th,6G Elkhorn Elite Gold 6th,6th Grade Gold
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,6G Lincoln Huskies 6th,6G Elkhorn Elite Gold 6th,6th Grade Gold
Fall 2015,10/31/2015,Elkhorn Ridge Middle School,Court 1,1:00pm,6G Council Bluffs Titans 6th,6G Elkhorn Elite Gold 6th,6th Grade Gold
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,6G Council Bluffs Titans 6th,6G Gretna Meadows 6th,6th Grade Gold
Fall 2015,10/24/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,6G Lady Grizzlies Orange 6th,6G Gretna Meadows 6th,6th Grade Gold
Fall 2015,10/24/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,6G Lincoln Huskies 6th,6G Gretna Meadows 6th,6th Grade Gold
Fall 2015,11/14/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,6G Elkhorn Elite Gold 6th,6G Gretna Meadows 6th,6th Grade Gold
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,6G OSA Gold 6th,6G Lady Grizzlies Orange 6th,6th Grade Gold
Fall 2015,11/14/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,6G Elkhorn Elite Gold 6th,6G Lady Grizzlies Orange 6th,6th Grade Gold
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,6G Lincoln Shockerz Elite 6th,6G Lady Grizzlies Orange 6th,6th Grade Gold
Fall 2015,10/31/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,6G OSA Gold 6th,6G Lincoln Huskies 6th,6th Grade Gold
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,6G Lincoln Shockerz Elite 6th,6G Lincoln Huskies 6th,6th Grade Gold
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,6G Lady Grizzlies Orange 6th,6G Lincoln Huskies 6th,6th Grade Gold
Fall 2015,10/31/2015,Elkhorn Ridge Middle School,Court 1,12:00pm,6G Elkhorn Elite Gold 6th,6G Lincoln Shockerz Elite 6th,6th Grade Gold
Fall 2015,11/14/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,6G Council Bluffs Titans 6th,6G Lincoln Shockerz Elite 6th,6th Grade Gold
Fall 2015,11/14/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,6G PLV South Titans Black 6th,6G Lincoln Shockerz Elite 6th,6th Grade Gold
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 1,1:00pm,6G Gretna Meadows 6th,6G Lincoln Shockerz Elite 6th,6th Grade Gold
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,6G Gretna Meadows 6th,6G OSA Gold 6th,6th Grade Gold
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 1,12:00pm,6G Lincoln Shockerz Elite 6th,6G OSA Gold 6th,6th Grade Gold
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,6G Council Bluffs Titans 6th,6G OSA Gold 6th,6th Grade Gold
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,6G Elkhorn Elite Gold 6th,6G OSA Gold 6th,6th Grade Gold
Fall 2015,10/24/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,6G Lady Grizzlies Orange 6th,6G PLV South Titans Black 6th,6th Grade Gold
Fall 2015,10/24/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,6G Lincoln Huskies 6th,6G PLV South Titans Black 6th,6th Grade Gold
Fall 2015,10/31/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,6G OSA Gold 6th,6G PLV South Titans Black 6th,6th Grade Gold
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,6G Gretna Meadows 6th,6G PLV South Titans Black 6th,6th Grade Gold
Fall 2015,10/17/2015,JCC,Court 1,12:00pm,6SA Gretna Moxie 6th,6SA Bellevue Ice Purple 6th,6th Grade Silver A
Fall 2015,11/14/2015,JCC,Court 1,1:00pm,6SA Lincoln Ambassadors Gold 6th,6SA Bellevue Ice Purple 6th,6th Grade Silver A
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,6SA Bennington Badgers Boyes 6th,6SA Bellevue Ice Purple 6th,6th Grade Silver A
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,6SA Elkhorn Elite Red 6th,6SA Bellevue Ice Purple 6th,6th Grade Silver A
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,6SA Bennington Badgers Boyes 6th,6SA Bellevue Thunder 6th,6th Grade Silver A
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,6SA Elkhorn Elite Red 6th,6SA Bellevue Thunder 6th,6th Grade Silver A
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,6SA Blair 6th,6SA Bellevue Thunder 6th,6th Grade Silver A
Fall 2015,10/24/2015,JCC,Court 1,11:00am,6SA Blair 6th,6SA Bennington Badgers Boyes 6th,6th Grade Silver A
Fall 2015,11/21/2015,JCC,Court 1,12:00pm,6SA Lincoln Ambassadors Gold 6th,6SA Bennington Badgers Boyes 6th,6th Grade Silver A
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,6SA OSA Black 6th,6SA Bennington Badgers Boyes 6th,6th Grade Silver A
Fall 2015,12/5/2015,JCC,Court 1,12:00pm,6SA Millard North Silver 6th,6SA Bennington Badgers Boyes 6th,6th Grade Silver A
Fall 2015,10/17/2015,JCC,Court 1,1:00pm,6SA Bellevue Ice Purple 6th,6SA Blair 6th,6th Grade Silver A
Fall 2015,10/31/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,6SA Millard North Silver 6th,6SA Blair 6th,6th Grade Silver A
Fall 2015,11/14/2015,JCC,Court 1,12:00pm,6SA Millard South 6th,6SA Blair 6th,6th Grade Silver A
Fall 2015,10/24/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,6SA OSA Black 6th,6SA Elkhorn Elite Red 6th,6th Grade Silver A
Fall 2015,10/24/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,6SA Millard South 6th,6SA Elkhorn Elite Red 6th,6th Grade Silver A
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,6SA Blair 6th,6SA Elkhorn Elite Red 6th,6th Grade Silver A
Fall 2015,10/17/2015,JCC,Court 1,11:00am,6SA Bennington Badgers Boyes 6th,6SA Gretna Moxie 6th,6th Grade Silver A
Fall 2015,10/31/2015,JCC,Court 1,12:00pm,6SA Bellevue Thunder 6th,6SA Gretna Moxie 6th,6th Grade Silver A
Fall 2015,11/14/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,6SA Elkhorn Elite Red 6th,6SA Gretna Moxie 6th,6th Grade Silver A
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,6SA OSA Black 6th,6SA Gretna Moxie 6th,6th Grade Silver A
Fall 2015,10/31/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,6SA Elkhorn Elite Red 6th,6SA Lincoln Ambassadors Gold 6th,6th Grade Silver A
Fall 2015,10/31/2015,JCC,Court 1,11:00am,6SA Millard South 6th,6SA Lincoln Ambassadors Gold 6th,6th Grade Silver A
Fall 2015,11/14/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,6SA Bellevue Thunder 6th,6SA Lincoln Ambassadors Gold 6th,6th Grade Silver A
Fall 2015,12/5/2015,JCC,Court 1,11:00am,6SA Blair 6th,6SA Lincoln Ambassadors Gold 6th,6th Grade Silver A
Fall 2015,10/24/2015,JCC,Court 1,1:00pm,6SA Bellevue Thunder 6th,6SA Millard North Silver 6th,6th Grade Silver A
Fall 2015,11/21/2015,JCC,Court 1,11:00am,6SA Bellevue Ice Purple 6th,6SA Millard North Silver 6th,6th Grade Silver A
Fall 2015,11/7/2015,JCC,Court 1,1:00pm,6SA Gretna Moxie 6th,6SA Millard North Silver 6th,6th Grade Silver A
Fall 2015,10/24/2015,JCC,Court 1,12:00pm,6SA Millard North Silver 6th,6SA Millard South 6th,6th Grade Silver A
Fall 2015,11/7/2015,JCC,Court 1,11:00am,6SA Bellevue Thunder 6th,6SA Millard South 6th,6th Grade Silver A
Fall 2015,11/7/2015,JCC,Court 1,12:00pm,6SA Gretna Moxie 6th,6SA Millard South 6th,6th Grade Silver A
Fall 2015,10/31/2015,JCC,Court 1,1:00pm,6SA Bellevue Ice Purple 6th,6SA OSA Black 6th,6th Grade Silver A
Fall 2015,11/14/2015,JCC,Court 1,11:00am,6SA Millard South 6th,6SA OSA Black 6th,6th Grade Silver A
Fall 2015,11/21/2015,JCC,Court 1,1:00pm,6SA Lincoln Ambassadors Gold 6th,6SA OSA Black 6th,6th Grade Silver A
Fall 2015,12/5/2015,JCC,Court 1,1:00pm,6SA Millard North Silver 6th,6SA OSA Black 6th,6th Grade Silver A
Fall 2015,10/17/2015,Nebraska Elite,Court 1,5:00pm,6SB Fremont Elite Black 6th,6SB CB Pink Panthers 6th,6th Grade Silver B
Fall 2015,10/24/2015,Nebraska Elite,Court 1,4:00pm,6SB Louisville Lions 6th,6SB CB Pink Panthers 6th,6th Grade Silver B
Fall 2015,11/7/2015,Nebraska Elite,Court 1,4:00pm,6SB PLV South Titans Blue 6th,6SB CB Pink Panthers 6th,6th Grade Silver B
Fall 2015,12/5/2015,Nebraska Elite,Court 1,3:00pm,6SB Millard West Black 5th,6SB CB Pink Panthers 6th,6th Grade Silver B
Fall 2015,10/24/2015,Elkhorn Ridge Middle School,Court 2,9:00am,6SB Marian Jr. Crusaders White 6th,6SB DC West Falcon Swish 6th,6th Grade Silver B
Fall 2015,11/21/2015,Nebraska Elite,Court 1,5:00pm,6SB Louisville Lions 6th,6SB DC West Falcon Swish 6th,6th Grade Silver B
Fall 2015,11/7/2015,Nebraska Elite,Court 1,3:00pm,6SB Glenwood 6th,6SB DC West Falcon Swish 6th,6th Grade Silver B
Fall 2015,10/31/2015,Nebraska Elite,Court 1,4:00pm,6SB Millard West Black 6th,6SB Fremont Elite Black 6th,6th Grade Silver B
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 2,9:00am,6SB PLV South Titans Blue 6th,6SB Fremont Elite Black 6th,6th Grade Silver B
Fall 2015,11/7/2015,Nebraska Elite,Court 1,5:00pm,6SB OSA Silver 6th,6SB Fremont Elite Black 6th,6th Grade Silver B
Fall 2015,12/5/2015,Nebraska Elite,Court 1,5:00pm,6SB Westside Black 6th,6SB Fremont Elite Black 6th,6th Grade Silver B
Fall 2015,10/31/2015,Nebraska Elite,Court 1,3:00pm,6SB Millard West Black 5th,6SB Glenwood 6th,6th Grade Silver B
Fall 2015,11/14/2015,Nebraska Elite,Court 1,5:00pm,6SB Fremont Elite Black 6th,6SB Glenwood 6th,6th Grade Silver B
Fall 2015,11/14/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,6SB Marian Jr. Crusaders White 6th,6SB Glenwood 6th,6th Grade Silver B
Fall 2015,10/17/2015,Nebraska Elite,Court 1,3:00pm,6SB OSA Silver 6th,6SB Louisville Lions 6th,6th Grade Silver B
Fall 2015,10/31/2015,Nebraska Elite,Court 1,5:00pm,6SB Fremont Elite Black 6th,6SB Louisville Lions 6th,6th Grade Silver B
Fall 2015,11/14/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,6SB Millard West Black 5th,6SB Louisville Lions 6th,6th Grade Silver B
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 2,9:00am,6SB Marian Jr. Crusaders White 6th,6SB Louisville Lions 6th,6th Grade Silver B
Fall 2015,10/17/2015,Nebraska Elite,Court 1,4:00pm,6SB Millard West Black 5th,6SB Marian Jr. Crusaders White 6th,6th Grade Silver B
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,6SB Millard West Black 6th,6SB Marian Jr. Crusaders White 6th,6th Grade Silver B
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 2,9:00am,6SB PLV Monarchs Maroon 5th/6th,6SB Marian Jr. Crusaders White 6th,6th Grade Silver B
Fall 2015,10/24/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,6SB PLV Monarchs Maroon 5th/6th,6SB Millard West Black 5th,6th Grade Silver B
Fall 2015,11/21/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,6SB OSA Silver 6th,6SB Millard West Black 5th,6th Grade Silver B
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,6SB Millard West Black 6th,6SB Millard West Black 5th,6th Grade Silver B
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,6SB CB Pink Panthers 6th,6SB Millard West Black 6th,6th Grade Silver B
Fall 2015,10/24/2015,Nebraska Elite,Court 1,5:00pm,6SB Westside Black 6th,6SB Millard West Black 6th,6th Grade Silver B
Fall 2015,11/14/2015,Nebraska Elite,Court 1,4:00pm,6SB DC West Falcon Swish 6th,6SB Millard West Black 6th,6th Grade Silver B
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,6SB PLV Monarchs Maroon 5th/6th,6SB Millard West Black 6th,6th Grade Silver B
Fall 2015,10/24/2015,Nebraska Elite,Court 1,3:00pm,6SB PLV South Titans Blue 6th,6SB OSA Silver 6th,6th Grade Silver B
Fall 2015,10/31/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,6SB CB Pink Panthers 6th,6SB OSA Silver 6th,6th Grade Silver B
Fall 2015,11/14/2015,Nebraska Elite,Court 1,3:00pm,6SB Westside Black 6th,6SB OSA Silver 6th,6th Grade Silver B
Fall 2015,12/5/2015,Nebraska Elite,Court 1,4:00pm,6SB DC West Falcon Swish 6th,6SB OSA Silver 6th,6th Grade Silver B
Fall 2015,10/24/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,6SB Westside Black 6th,6SB PLV Monarchs Maroon 5th/6th,6th Grade Silver B
Fall 2015,10/31/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,6SB DC West Falcon Swish 6th,6SB PLV Monarchs Maroon 5th/6th,6th Grade Silver B
Fall 2015,11/21/2015,Nebraska Elite,Court 1,3:00pm,6SB Glenwood 6th,6SB PLV Monarchs Maroon 5th/6th,6th Grade Silver B
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 2,8:00pm,6SB DC West Falcon Swish 6th,6SB PLV South Titans Blue 6th,6th Grade Silver B
Fall 2015,10/31/2015,Elkhorn Ridge Middle School,Court 2,9:00am,6SB Marian Jr. Crusaders White 6th,6SB PLV South Titans Blue 6th,6th Grade Silver B
Fall 2015,11/14/2015,Elkhorn Ridge Middle School,Court 2,9:00am,6SB PLV Monarchs Maroon 5th/6th,6SB PLV South Titans Blue 6th,6th Grade Silver B
Fall 2015,12/5/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,6SB Glenwood 6th,6SB PLV South Titans Blue 6th,6th Grade Silver B
Fall 2015,10/17/2015,Elkhorn Ridge Middle School,Court 2,3:00pm,6SB Glenwood 6th,6SB Westside Black 6th,6th Grade Silver B
Fall 2015,11/21/2015,Nebraska Elite,Court 1,4:00pm,6SB CB Pink Panthers 6th,6SB Westside Black 6th,6th Grade Silver B
Fall 2015,11/7/2015,Elkhorn Ridge Middle School,Court 2,7:00pm,6SB Louisville Lions 6th,6SB Westside Black 6th,6th Grade Silver B
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 1,9:00am,7B Bennington Bagers Blue 7th,7B Bellevue Thunder 7th,7th Grade Bronze
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 1,3:00pm,7B Marian Jr Cursaders White 7th,7B Bellevue Thunder 7th,7th Grade Bronze
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 1,1:00pm,7B Skutt 7th,7B Bellevue Thunder 7th,7th Grade Bronze
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 1,12:00pm,7B OSA Black 7th,7B Bellevue Thunder 7th,7th Grade Bronze
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 1,1:00pm,7B Gretna Grey,7B Bennington Bagers Blue 7th,7th Grade Bronze
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 1,12:00pm,7B Blair White 7th,7B Bennington Bagers Blue 7th,7th Grade Bronze
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 1,11:00am,7B Millard West White 7th,7B Bennington Bagers Blue 7th,7th Grade Bronze
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 1,2:00pm,7B Skutt 7th,7B Blair White 7th,7th Grade Bronze
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 1,10:00am,7B OSA Black 7th,7B Blair White 7th,7th Grade Bronze
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 1,12:00pm,7B Millard West White 7th,7B Blair White 7th,7th Grade Bronze
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 1,12:00pm,7B Marian Jr Cursaders White 7th,7B Elkhorn Elite White 7th,7th Grade Bronze
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 1,11:00am,7B Skutt 7th,7B Elkhorn Elite White 7th,7th Grade Bronze
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 1,9:00am,7B OSA Black 7th,7B Elkhorn Elite White 7th,7th Grade Bronze
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 1,1:00pm,7B Millard West White 7th,7B Elkhorn Elite White 7th,7th Grade Bronze
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 1,3:00pm,7B OSA Black 7th,7B Gretna Grey,7th Grade Bronze
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 1,1:00pm,7B Elkhorn Elite White 7th,7B Gretna Grey,7th Grade Bronze
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 1,10:00am,7B Blair White 7th,7B Gretna Grey,7th Grade Bronze
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 1,2:00pm,7B North Bend 7th,7B Marian Jr Cursaders White 7th,7th Grade Bronze
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 1,2:00pm,7B Bennington Bagers Blue 7th,7B Marian Jr Cursaders White 7th,7th Grade Bronze
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 1,9:00am,7B Westside Red 7th,7B Marian Jr Cursaders White 7th,7th Grade Bronze
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 1,11:00am,7B Skutt 7th,7B Marian Jr Cursaders White 7th,7th Grade Bronze
