Season,Date,Location,Court,Time,Visitor,Home,Division
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 1,10:00am,7B Platteview Jr Trojans 7th,7B Millard North Blue 7th,7th Grade Bronze
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 1,12:00pm,7B Westside White 7th,7B Millard North Blue 7th,7th Grade Bronze
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 1,11:00am,7B Gretna Grey,7B Millard North Blue 7th,7th Grade Bronze
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 1,9:00am,7B Blair White 7th,7B Millard North Blue 7th,7th Grade Bronze
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 1,1:00pm,7B Westside White 7th,7B Millard West White 7th,7th Grade Bronze
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 1,9:00am,7B Gretna Grey,7B Millard West White 7th,7th Grade Bronze
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 1,2:00pm,7B Millard North Blue 7th,7B Millard West White 7th,7th Grade Bronze
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 1,11:00am,7B Westside Red 7th,7B North Bend 7th,7th Grade Bronze
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 1,1:00pm,7B Platteview Jr Trojans 7th,7B North Bend 7th,7th Grade Bronze
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 1,10:00am,7B Westside White 7th,7B North Bend 7th,7th Grade Bronze
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 1,2:00pm,7B Gretna Grey,7B North Bend 7th,7th Grade Bronze
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 1,10:00am,7B Millard West White 7th,7B OSA Black 7th,7th Grade Bronze
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 1,3:00pm,7B North Bend 7th,7B OSA Black 7th,7th Grade Bronze
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 1,3:00pm,7B Millard North Blue 7th,7B OSA Black 7th,7th Grade Bronze
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 1,11:00am,7B Elkhorn Elite White 7th,7B Platteview Jr Trojans 7th,7th Grade Bronze
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 1,9:00am,7B Marian Jr Cursaders White 7th,7B Platteview Jr Trojans 7th,7th Grade Bronze
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 1,2:00pm,7B Bellevue Thunder 7th,7B Platteview Jr Trojans 7th,7th Grade Bronze
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 1,10:00am,7B Bennington Bagers Blue 7th,7B Platteview Jr Trojans 7th,7th Grade Bronze
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 1,9:00am,7B Millard North Blue 7th,7B Skutt 7th,7th Grade Bronze
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 1,10:00am,7B Westside Red 7th,7B Skutt 7th,7th Grade Bronze
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 1,12:00pm,7B North Bend 7th,7B Skutt 7th,7th Grade Bronze
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 1,12:00pm,7B Bellevue Thunder 7th,7B Westside Red 7th,7th Grade Bronze
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 1,2:00pm,7B Bennington Bagers Blue 7th,7B Westside Red 7th,7th Grade Bronze
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 1,3:00pm,7B Platteview Jr Trojans 7th,7B Westside Red 7th,7th Grade Bronze
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 1,3:00pm,7B Westside White 7th,7B Westside Red 7th,7th Grade Bronze
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 1,3:00pm,7B Blair White 7th,7B Westside White 7th,7th Grade Bronze
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 1,11:00am,7B Bellevue Thunder 7th,7B Westside White 7th,7th Grade Bronze
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 1,1:00pm,7B Elkhorn Elite White 7th,7B Westside White 7th,7th Grade Bronze
Fall 2015,10/18/2015,Nebraska Elite,Court 1,7:00pm,7G OSA Platinum 7th,7G Council Bluffs Titans 7th,7th Grade Gold
Fall 2015,11/1/2015,Nebraska Elite,Court 1,7:00pm,7G Nebraska Lasers Black 7th,7G Council Bluffs Titans 7th,7th Grade Gold
Fall 2015,11/22/2015,Nebraska Elite,Court 1,8:00pm,7G Lady Grizzlies Black 7th,7G Council Bluffs Titans 7th,7th Grade Gold
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,7G Elkhorn Elite Gold 7th,7G Council Bluffs Titans 7th,7th Grade Gold
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 1,4:00pm,7G Millard West Black 7th,7G Elkhorn Elite Gold 7th,7th Grade Gold
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 1,4:00pm,7G Harlan Cyclones 7th,7G Elkhorn Elite Gold 7th,7th Grade Gold
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,7G Nebraska Lasers Black 7th,7G Elkhorn Elite Gold 7th,7th Grade Gold
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,7G PLV Monarchs Maroon 7th,7G Harlan Cyclones 7th,7th Grade Gold
Fall 2015,11/21/2015,Nebraska Elite,Court 2,8:00pm,7G Millard North Silver 7th,7G Harlan Cyclones 7th,7th Grade Gold
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 1,4:00pm,7G Council Bluffs Titans 7th,7G Harlan Cyclones 7th,7th Grade Gold
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,7G OSA Platinum 7th,7G Harlan Cyclones 7th,7th Grade Gold
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,7G Elkhorn Elite Gold 7th,7G Lady Grizzlies Black 7th,7th Grade Gold
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 1,4:00pm,7G OSA Platinum 7th,7G Lady Grizzlies Black 7th,7th Grade Gold
Fall 2015,11/7/2015,Nebraska Elite,Court 2,8:00pm,7G Millard North Silver 7th,7G Lady Grizzlies Black 7th,7th Grade Gold
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 1,4:00pm,7G Harlan Cyclones 7th,7G Legends 7th,7th Grade Gold
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 1,4:00pm,7G Nebraska Lasers Black 7th,7G Legends 7th,7th Grade Gold
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 1,4:00pm,7G Council Bluffs Titans 7th,7G Legends 7th,7th Grade Gold
Fall 2015,12/6/2015,Nebraska Elite,Court 1,8:00pm,7G Millard West Black 7th,7G Legends 7th,7th Grade Gold
Fall 2015,10/17/2015,Nebraska Elite,Court 2,8:00pm,7G Legends 7th,7G Millard North Silver 7th,7th Grade Gold
Fall 2015,10/24/2015,Nebraska Elite,Court 2,8:00pm,7G Elkhorn Elite Gold 7th,7G Millard North Silver 7th,7th Grade Gold
Fall 2015,11/14/2015,Nebraska Elite,Court 2,8:00pm,7G Council Bluffs Titans 7th,7G Millard North Silver 7th,7th Grade Gold
Fall 2015,12/5/2015,Nebraska Elite,Court 2,8:00pm,7G Millard West Black 7th,7G Millard North Silver 7th,7th Grade Gold
Fall 2015,10/25/2015,Nebraska Elite,Court 1,7:00pm,7G Lady Grizzlies Black 7th,7G Millard West Black 7th,7th Grade Gold
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,7G Harlan Cyclones 7th,7G Millard West Black 7th,7th Grade Gold
Fall 2015,11/15/2015,Nebraska Elite,Court 1,7:00pm,7G PLV Monarchs Maroon 7th,7G Millard West Black 7th,7th Grade Gold
Fall 2015,11/1/2015,Nebraska Elite,Court 1,8:00pm,7G Millard West Black 7th,7G Nebraska Lasers Black 7th,7th Grade Gold
Fall 2015,11/8/2015,Nebraska Elite,Court 1,7:00pm,7G Lady Grizzlies Black 7th,7G Nebraska Lasers Black 7th,7th Grade Gold
Fall 2015,11/8/2015,Nebraska Elite,Court 1,8:00pm,7G PLV Monarchs Maroon 7th,7G Nebraska Lasers Black 7th,7th Grade Gold
Fall 2015,10/18/2015,Nebraska Elite,Court 1,8:00pm,7G Legends 7th,7G OSA Platinum 7th,7th Grade Gold
Fall 2015,10/25/2015,Nebraska Elite,Court 1,8:00pm,7G Nebraska Lasers Black 7th,7G OSA Platinum 7th,7th Grade Gold
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 1,5:00pm,7G Elkhorn Elite Gold 7th,7G OSA Platinum 7th,7th Grade Gold
Fall 2015,10/31/2015,Nebraska Elite,Court 2,8:00pm,7G Millard North Silver 7th,7G PLV Monarchs Maroon 7th,7th Grade Gold
Fall 2015,11/15/2015,Nebraska Elite,Court 1,8:00pm,7G Legends 7th,7G PLV Monarchs Maroon 7th,7th Grade Gold
Fall 2015,11/22/2015,Nebraska Elite,Court 1,7:00pm,7G Lady Grizzlies Black 7th,7G PLV Monarchs Maroon 7th,7th Grade Gold
Fall 2015,12/6/2015,Nebraska Elite,Court 1,7:00pm,7G OSA Platinum 7th,7G PLV Monarchs Maroon 7th,7th Grade Gold
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,7SA PLV South Titans Black 7th,7SA Elkhorn Elite Red 7th,7th Grade Silver A
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 2,12:00pm,7SA Marian Jr Crusaders Blue 7th,7SA Elkhorn Elite Red 7th,7th Grade Silver A
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 2,11:00am,7SA Westside Black 7th,7SA Elkhorn Elite Red 7th,7th Grade Silver A
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 2,12:00pm,7SA Gretna Green Ritterbush 7th,7SA Elkhorn Elite Red 7th,7th Grade Silver A
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,7SA Millard West Green 7th,7SA Gretna Green Ritterbush 7th,7th Grade Silver A
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 2,11:00am,7SA OSA Gold 7th,7SA Gretna Green Ritterbush 7th,7th Grade Silver A
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,7SA Marian Jr Crusaders Blue 7th,7SA Gretna Green Ritterbush 7th,7th Grade Silver A
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 2,12:00pm,7SA Gretna Green Ritterbush 7th,7SA Lady Grizzlies Black 6th,7th Grade Silver A
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,7SA Elkhorn Elite Red 7th,7SA Lady Grizzlies Black 6th,7th Grade Silver A
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,7SA OSA Gold 7th,7SA Lady Grizzlies Black 6th,7th Grade Silver A
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,7SA Marian Jr Crusaders Blue 7th,7SA Lady Grizzlies Black 6th,7th Grade Silver A
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,7SA OSA Gold 7th,7SA Marian Jr Crusaders Blue 7th,7th Grade Silver A
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 2,12:00pm,7SA Millard West Green 7th,7SA Marian Jr Crusaders Blue 7th,7th Grade Silver A
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,7SA Westside Black 7th,7SA Marian Jr Crusaders Blue 7th,7th Grade Silver A
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 2,12:00pm,7SA Elkhorn Elite Red 7th,7SA Millard West Green 7th,7th Grade Silver A
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 2,12:00pm,7SA PLV South Titans Black 7th,7SA Millard West Green 7th,7th Grade Silver A
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 2,12:00pm,7SA Lady Grizzlies Black 6th,7SA Millard West Green 7th,7th Grade Silver A
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,7SA Westside Black 7th,7SA Millard West Green 7th,7th Grade Silver A
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 2,11:00am,7SA Westside Black 7th,7SA OSA Gold 7th,7th Grade Silver A
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,7SA Millard West Green 7th,7SA OSA Gold 7th,7th Grade Silver A
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,7SA Elkhorn Elite Red 7th,7SA OSA Gold 7th,7th Grade Silver A
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 2,11:00am,7SA PLV South Titans Black 7th,7SA OSA Gold 7th,7th Grade Silver A
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 2,2:00pm,7SA Marian Jr Crusaders Blue 7th,7SA PLV South Titans Black 7th,7th Grade Silver A
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 2,11:00am,7SA Lady Grizzlies Black 6th,7SA PLV South Titans Black 7th,7th Grade Silver A
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 2,11:00am,7SA Gretna Green Ritterbush 7th,7SA PLV South Titans Black 7th,7th Grade Silver A
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 2,11:00am,7SA Lady Grizzlies Black 6th,7SA Westside Black 7th,7th Grade Silver A
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,7SA PLV South Titans Black 7th,7SA Westside Black 7th,7th Grade Silver A
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 2,1:00pm,7SA Gretna Green Ritterbush 7th,7SA Westside Black 7th,7th Grade Silver A
Fall 2015,10/18/2015,Nebraska Elite,Court 2,11:00am,7SB Millard South 7th,7SB Abraham Lincoln Jr Lynx 7th,7th Grade Silver B
Fall 2015,10/18/2015,Nebraska Elite,Court 2,12:00pm,7SB Blair Purple 7th,7SB Abraham Lincoln Jr Lynx 7th,7th Grade Silver B
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 2,10:00am,7SB Lady Grizzlies Orange 7th,7SB Abraham Lincoln Jr Lynx 7th,7th Grade Silver B
Fall 2015,11/15/2015,Nebraska Elite,Court 2,12:00pm,7SB Nebraska City Purple 7th,7SB Abraham Lincoln Jr Lynx 7th,7th Grade Silver B
Fall 2015,10/25/2015,Nebraska Elite,Court 2,11:00am,7SB Lady Grizzlies Orange 7th,7SB Blair Purple 7th,7th Grade Silver B
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 2,10:00am,7SB Glenwood 7th,7SB Blair Purple 7th,7th Grade Silver B
Fall 2015,11/8/2015,Nebraska Elite,Court 2,12:00pm,7SB Millard South 7th,7SB Blair Purple 7th,7th Grade Silver B
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 2,9:00am,7SB Abraham Lincoln Jr Lynx 7th,7SB Elkhorn Elite Blue 7th,7th Grade Silver B
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 2,9:00am,7SB Glenwood 7th,7SB Elkhorn Elite Blue 7th,7th Grade Silver B
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 2,9:00am,7SB Blair Purple 7th,7SB Elkhorn Elite Blue 7th,7th Grade Silver B
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 2,9:00am,7SB Nebraska City Purple 7th,7SB Elkhorn Elite Blue 7th,7th Grade Silver B
Fall 2015,10/25/2015,Nebraska Elite,Court 2,12:00pm,7SB Millard South 7th,7SB Glenwood 7th,7th Grade Silver B
Fall 2015,11/15/2015,Nebraska Elite,Court 2,11:00am,7SB Abraham Lincoln Jr Lynx 7th,7SB Glenwood 7th,7th Grade Silver B
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 2,10:00am,7SB Gretna White Ritterbush 7th,7SB Glenwood 7th,7th Grade Silver B
Fall 2015,12/6/2015,Nebraska Elite,Court 2,12:00pm,7SB Lady Grizzlies Orange 7th,7SB Glenwood 7th,7th Grade Silver B
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 2,10:00am,7SB Abraham Lincoln Jr Lynx 7th,7SB Gretna White Ritterbush 7th,7th Grade Silver B
Fall 2015,11/22/2015,Nebraska Elite,Court 2,12:00pm,7SB Nebraska City Purple 7th,7SB Gretna White Ritterbush 7th,7th Grade Silver B
Fall 2015,11/8/2015,Elkhorn Ridge Middle School,Court 2,9:00am,7SB Elkhorn Elite Blue 7th,7SB Gretna White Ritterbush 7th,7th Grade Silver B
Fall 2015,12/6/2015,Elkhorn Ridge Middle School,Court 2,10:00am,7SB Blair Purple 7th,7SB Gretna White Ritterbush 7th,7th Grade Silver B
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 2,10:00am,7SB Gretna White Ritterbush 7th,7SB Lady Grizzlies Orange 7th,7th Grade Silver B
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 2,9:00am,7SB Elkhorn Elite Blue 7th,7SB Lady Grizzlies Orange 7th,7th Grade Silver B
Fall 2015,11/8/2015,Nebraska Elite,Court 2,11:00am,7SB Nebraska City Purple 7th,7SB Lady Grizzlies Orange 7th,7th Grade Silver B
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 2,9:00am,7SB Elkhorn Elite Blue 7th,7SB Millard South 7th,7th Grade Silver B
Fall 2015,11/1/2015,Nebraska Elite,Court 2,11:00am,7SB Gretna White Ritterbush 7th,7SB Millard South 7th,7th Grade Silver B
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 2,10:00am,7SB Lady Grizzlies Orange 7th,7SB Millard South 7th,7th Grade Silver B
Fall 2015,11/1/2015,Nebraska Elite,Court 2,12:00pm,7SB Blair Purple 7th,7SB Nebraska City Purple 7th,7th Grade Silver B
Fall 2015,11/22/2015,Nebraska Elite,Court 2,11:00am,7SB Millard South 7th,7SB Nebraska City Purple 7th,7th Grade Silver B
Fall 2015,12/6/2015,Nebraska Elite,Court 2,11:00am,7SB Glenwood 7th,7SB Nebraska City Purple 7th,7th Grade Silver B
Fall 2015,10/18/2015,Nebraska Elite,Court 1,2:00pm,8B Louisville Lions 8th,8B Bellevue Ice 7th/8th,8th Grade Bronze
Fall 2015,11/1/2015,Nebraska Elite,Court 1,6:00pm,8B Lincoln Huskies 8th,8B Bellevue Ice 7th/8th,8th Grade Bronze
Fall 2015,11/15/2015,Nebraska Elite,Court 1,6:00pm,8B Millard West White 8th,8B Bellevue Ice 7th/8th,8th Grade Bronze
Fall 2015,12/6/2015,Nebraska Elite,Court 1,6:00pm,8B Lincoln Ambassadors Blue 8th,8B Bellevue Ice 7th/8th,8th Grade Bronze
Fall 2015,10/18/2015,Nebraska Elite,Court 1,6:00pm,8B Millard West White 8th,8B DC West 8th,8th Grade Bronze
Fall 2015,11/1/2015,Nebraska Elite,Court 1,12:00pm,8B Gretna Meadows 8th,8B DC West 8th,8th Grade Bronze
Fall 2015,11/22/2015,Nebraska Elite,Court 1,1:00pm,8B Lincoln Ambassadors Blue 8th,8B DC West 8th,8th Grade Bronze
Fall 2015,12/6/2015,Nebraska Elite,Court 1,12:00pm,8B Platteview Jr Trojans White 8th,8B DC West 8th,8th Grade Bronze
Fall 2015,10/18/2015,Nebraska Elite,Court 1,11:00am,8B Thunder 8th,8B Gretna Meadows 8th,8th Grade Bronze
Fall 2015,11/22/2015,Nebraska Elite,Court 1,6:00pm,8B Bellevue Ice 7th/8th,8B Gretna Meadows 8th,8th Grade Bronze
Fall 2015,11/8/2015,Nebraska Elite,Court 1,1:00pm,8B Lincoln Ambassadors Blue 8th,8B Gretna Meadows 8th,8th Grade Bronze
Fall 2015,11/1/2015,Nebraska Elite,Court 1,2:00pm,8B Millard West White 8th,8B Lincoln Ambassadors Blue 8th,8th Grade Bronze
Fall 2015,11/22/2015,Nebraska Elite,Court 1,2:00pm,8B Platteview Jr Trojans White 8th,8B Lincoln Ambassadors Blue 8th,8th Grade Bronze
Fall 2015,11/8/2015,Nebraska Elite,Court 1,2:00pm,8B Lincoln Huskies 8th,8B Lincoln Ambassadors Blue 8th,8th Grade Bronze
Fall 2015,10/18/2015,Nebraska Elite,Court 1,12:00pm,8B Louisville Lions 8th,8B Lincoln Huskies 8th,8th Grade Bronze
Fall 2015,10/25/2015,Nebraska Elite,Court 1,1:00pm,8B Platteview Jr Trojans White 8th,8B Lincoln Huskies 8th,8th Grade Bronze
Fall 2015,11/15/2015,Nebraska Elite,Court 1,2:00pm,8B DC West 8th,8B Lincoln Huskies 8th,8th Grade Bronze
Fall 2015,12/6/2015,Nebraska Elite,Court 1,1:00pm,8B Thunder 8th,8B Lincoln Huskies 8th,8th Grade Bronze
Fall 2015,10/25/2015,Nebraska Elite,Court 1,11:00am,8B DC West 8th,8B Louisville Lions 8th,8th Grade Bronze
Fall 2015,11/1/2015,Nebraska Elite,Court 1,11:00am,8B Roncalli Lady Pride 8th,8B Louisville Lions 8th,8th Grade Bronze
Fall 2015,11/15/2015,Nebraska Elite,Court 1,12:00pm,8B Thunder 8th,8B Louisville Lions 8th,8th Grade Bronze
Fall 2015,12/6/2015,Nebraska Elite,Court 1,11:00am,8B Gretna Meadows 8th,8B Louisville Lions 8th,8th Grade Bronze
Fall 2015,10/25/2015,Nebraska Elite,Court 1,6:00pm,8B Gretna Meadows 8th,8B Millard West White 8th,8th Grade Bronze
Fall 2015,11/22/2015,Nebraska Elite,Court 1,12:00pm,8B Louisville Lions 8th,8B Millard West White 8th,8th Grade Bronze
Fall 2015,11/8/2015,Nebraska Elite,Court 1,12:00pm,8B Platteview Jr Trojans White 8th,8B Millard West White 8th,8th Grade Bronze
Fall 2015,10/18/2015,Nebraska Elite,Court 1,1:00pm,8B Roncalli Lady Pride 8th,8B Platteview Jr Trojans White 8th,8th Grade Bronze
Fall 2015,10/25/2015,Nebraska Elite,Court 1,12:00pm,8B Thunder 8th,8B Platteview Jr Trojans White 8th,8th Grade Bronze
Fall 2015,11/15/2015,Nebraska Elite,Court 1,11:00am,8B Gretna Meadows 8th,8B Platteview Jr Trojans White 8th,8th Grade Bronze
Fall 2015,10/25/2015,Nebraska Elite,Court 1,2:00pm,8B Bellevue Ice 7th/8th,8B Roncalli Lady Pride 8th,8th Grade Bronze
Fall 2015,11/15/2015,Nebraska Elite,Court 1,1:00pm,8B Lincoln Huskies 8th,8B Roncalli Lady Pride 8th,8th Grade Bronze
Fall 2015,11/22/2015,Nebraska Elite,Court 1,11:00am,8B Millard West White 8th,8B Roncalli Lady Pride 8th,8th Grade Bronze
Fall 2015,11/8/2015,Nebraska Elite,Court 1,11:00am,8B DC West 8th,8B Roncalli Lady Pride 8th,8th Grade Bronze
Fall 2015,11/1/2015,Nebraska Elite,Court 1,1:00pm,8B Lincoln Ambassadors Blue 8th,8B Thunder 8th,8th Grade Bronze
Fall 2015,11/8/2015,Nebraska Elite,Court 1,6:00pm,8B Bellevue Ice 7th/8th,8B Thunder 8th,8th Grade Bronze
Fall 2015,12/6/2015,Nebraska Elite,Court 1,2:00pm,8B Roncalli Lady Pride 8th,8B Thunder 8th,8th Grade Bronze
Fall 2015,10/25/2015,Nebraska Elite,Court 1,3:00pm,8G Lady Grizzlies Orange 8th,8G Bellevue Thunder 8th,8th Grade Gold
Fall 2015,11/1/2015,Nebraska Elite,Court 1,3:00pm,8G Nebraska Lasers Gold 8th,8G Bellevue Thunder 8th,8th Grade Gold
Fall 2015,11/22/2015,Nebraska Elite,Court 1,4:00pm,8G Gretna Lazers 8th,8G Bellevue Thunder 8th,8th Grade Gold
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,8G Lady Grizzlies Orange 8th,8G Elkhorn Elite Gold 8th,8th Grade Gold
Fall 2015,10/25/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,8G OSA Gold 8th,8G Elkhorn Elite Gold 8th,8th Grade Gold
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,8G Bellevue Thunder 8th,8G Elkhorn Elite Gold 8th,8th Grade Gold
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,8G Millard South Red 8th,8G Elkhorn Elite Gold 8th,8th Grade Gold
Fall 2015,11/15/2015,Nebraska Elite,Court 1,3:00pm,8G Millard West Black 8th,8G Gretna Dynamite 8th,8th Grade Gold
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,8G Elkhorn Elite Gold 8th,8G Gretna Dynamite 8th,8th Grade Gold
Fall 2015,11/8/2015,Nebraska Elite,Court 1,3:00pm,8G Millard South Red 8th,8G Gretna Dynamite 8th,8th Grade Gold
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,8G Millard West Black 8th,8G Gretna Lazers 8th,8th Grade Gold
Fall 2015,11/15/2015,Nebraska Elite,Court 1,5:00pm,8G Gretna Dynamite 8th,8G Gretna Lazers 8th,8th Grade Gold
Fall 2015,11/22/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,8G Westside Black 8th,8G Gretna Lazers 8th,8th Grade Gold
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,8G Westside Black 8th,8G Lady Grizzlies Orange 8th,8th Grade Gold
Fall 2015,10/25/2015,Nebraska Elite,Court 1,4:00pm,8G Nebraska Lasers Gold 7th,8G Lady Grizzlies Orange 8th,8th Grade Gold
Fall 2015,11/1/2015,Nebraska Elite,Court 1,5:00pm,8G Marian Jr Crusaders Blue 8th,8G Lady Grizzlies Orange 8th,8th Grade Gold
Fall 2015,11/8/2015,Nebraska Elite,Court 1,4:00pm,8G Gretna Dynamite 8th,8G Lady Grizzlies Orange 8th,8th Grade Gold
Fall 2015,10/18/2015,Elkhorn Ridge Middle School,Court 1,8:00pm,8G Elkhorn Elite Gold 8th,8G Marian Jr Crusaders Blue 8th,8th Grade Gold
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 1,7:00pm,8G OSA Gold 8th,8G Marian Jr Crusaders Blue 8th,8th Grade Gold
Fall 2015,11/22/2015,Nebraska Elite,Court 1,3:00pm,8G Nebraska Lasers Gold 7th,8G Marian Jr Crusaders Blue 8th,8th Grade Gold
Fall 2015,11/8/2015,Nebraska Elite,Court 1,5:00pm,8G Bellevue Thunder 8th,8G Marian Jr Crusaders Blue 8th,8th Grade Gold
Fall 2015,10/18/2015,Nebraska Elite,Court 1,5:00pm,8G Bellevue Thunder 8th,8G Millard South Red 8th,8th Grade Gold
Fall 2015,11/15/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,8G Gretna Lazers 8th,8G Millard South Red 8th,8th Grade Gold
Fall 2015,12/6/2015,Nebraska Elite,Court 1,4:00pm,8G Nebraska Lasers Gold 8th,8G Millard South Red 8th,8th Grade Gold
Fall 2015,10/18/2015,Nebraska Elite,Court 1,3:00pm,8G Bellevue Thunder 8th,8G Millard West Black 8th,8th Grade Gold
Fall 2015,10/18/2015,Nebraska Elite,Court 1,4:00pm,8G OSA Gold 8th,8G Millard West Black 8th,8th Grade Gold
Fall 2015,11/15/2015,Nebraska Elite,Court 1,4:00pm,8G Millard South Red 8th,8G Millard West Black 8th,8th Grade Gold
Fall 2015,10/25/2015,Nebraska Elite,Court 1,5:00pm,8G Gretna Dynamite 8th,8G Nebraska Lasers Gold 7th,8th Grade Gold
Fall 2015,11/1/2015,Elkhorn Ridge Middle School,Court 1,6:00pm,8G Gretna Lazers 8th,8G Nebraska Lasers Gold 7th,8th Grade Gold
