Season,Date,Time,Visitor,Home,Division,Location,Court
Winter 2017,2/26/2017,6:00pm,8G Hustle 8th,8G Marian Jr Cursaders Blue 8th,8G,ERMS,Court 1
Winter 2017,1/15/2017,5:00pm,8G Unity Stars 8th,8G OSA Gold 8th,8G,ERMS,Court 1
Winter 2017,2/19/2017,8:00pm,8G Skutt Black 8th,8G OSA Gold 8th,8G,ERMS,Court 1
Winter 2017,2/5/2017,7:00pm,8G Marian Jr Cursaders Blue 8th,8G OSA Gold 8th,8G,ERMS,Court 1
Winter 2017,1/15/2017,8:00pm,8G Legends 8th,8G Skutt Black 8th,8G,ERMS,Court 1
Winter 2017,1/22/2017,6:00pm,8G Elkhorn Elite Gold 8th,8G Skutt Black 8th,8G,ERMS,Court 1
Winter 2017,2/12/2017,7:00pm,8G Hustle 8th,8G Skutt Black 8th,8G,ERMS,Court 1
Winter 2017,2/19/2017,6:00pm,8G Bellevue Thunder 7th,8G Skutt Black 8th,8G,ERMS,Court 1
Winter 2017,1/8/2017,5:00pm,8G Marian Jr Cursaders Blue 8th,8G Unity Stars 8th,8G,ERMS,Court 1
Winter 2017,2/26/2017,7:00pm,8G Skutt Black 8th,8G Unity Stars 8th,8G,ERMS,Court 1
Winter 2017,2/5/2017,6:00pm,8G Bellevue Thunder 7th,8G Unity Stars 8th,8G,ERMS,Court 1
Winter 2017,1/15/2017,6:00pm,8S Millard South 8th,8S AL Jr Lynx Blue 8th,8S,ERMS,Court 2
Winter 2017,1/22/2017,7:00pm,8S Elkhorn Elite Gold 7th,8S AL Jr Lynx Blue 8th,8S,ERMS,Court 2
Winter 2017,2/12/2017,5:00pm,8S Marian Jr Crusaders Hoffman 7th,8S AL Jr Lynx Blue 8th,8S,ERMS,Court 2
Winter 2017,2/26/2017,7:00pm,8S Elkhorn Elite Silver 8th,8S AL Jr Lynx Blue 8th,8S,ERMS,Court 2
Winter 2017,1/15/2017,7:00pm,8S AL Jr Lynx Blue 8th,8S Bellevue Thunder 8th,8S,ERMS,Court 2
Winter 2017,1/8/2017,6:00pm,8S Marian Jr Cursaders White 8th,8S Bellevue Thunder 8th,8S,ERMS,Court 2
Winter 2017,2/5/2017,6:00pm,8S Elkhorn Elite Silver 8th,8S Bellevue Thunder 8th,8S,ERMS,Court 2
Winter 2017,2/12/2017,6:00pm,8S Marian Jr Cursaders White 8th,8S Elkhorn Elite Gold 7th,8S,ERMS,Court 2
Winter 2017,2/12/2017,8:00pm,8S Gross Omaha Cougars 8th,8S Elkhorn Elite Gold 7th,8S,ERMS,Court 2
Winter 2017,2/26/2017,8:00pm,8S Millard South 8th,8S Elkhorn Elite Gold 7th,8S,ERMS,Court 2
Winter 2017,2/5/2017,8:00pm,8S Bellevue Thunder 8th,8S Elkhorn Elite Gold 7th,8S,ERMS,Court 2
Winter 2017,1/22/2017,5:00pm,8S Marian Jr Crusaders Hoffman 7th,8S Elkhorn Elite Silver 8th,8S,ERMS,Court 2
Winter 2017,1/8/2017,7:00pm,8S Marian Jr Crusaders Hoffman 7th,8S Elkhorn Elite Silver 8th,8S,ERMS,Court 2
Winter 2017,2/19/2017,7:00pm,8S Gross Omaha Cougars 8th,8S Elkhorn Elite Silver 8th,8S,ERMS,Court 2
Winter 2017,1/22/2017,6:00pm,8S Marian Jr Cursaders White 8th,8S Gross Omaha Cougars 8th,8S,ERMS,Court 2
Winter 2017,1/8/2017,8:00pm,8S AL Jr Lynx Blue 8th,8S Gross Omaha Cougars 8th,8S,ERMS,Court 2
Winter 2017,2/19/2017,6:00pm,8S Bellevue Thunder 8th,8S Gross Omaha Cougars 8th,8S,ERMS,Court 2
Winter 2017,1/15/2017,5:00pm,8S Bellevue Thunder 8th,8S Marian Jr Crusaders Hoffman 7th,8S,ERMS,Court 2
Winter 2017,2/19/2017,5:00pm,8S Elkhorn Elite Gold 7th,8S Marian Jr Crusaders Hoffman 7th,8S,ERMS,Court 2
Winter 2017,2/5/2017,7:00pm,8S Gross Omaha Cougars 8th,8S Marian Jr Crusaders Hoffman 7th,8S,ERMS,Court 2
Winter 2017,1/15/2017,8:00pm,8S Elkhorn Elite Silver 8th,8S Marian Jr Cursaders White 8th,8S,ERMS,Court 2
Winter 2017,2/19/2017,8:00pm,8S Millard South 8th,8S Marian Jr Cursaders White 8th,8S,ERMS,Court 2
Winter 2017,2/26/2017,5:00pm,8S Elkhorn Elite Gold 7th,8S Marian Jr Cursaders White 8th,8S,ERMS,Court 2
Winter 2017,2/5/2017,5:00pm,8S AL Jr Lynx Blue 8th,8S Marian Jr Cursaders White 8th,8S,ERMS,Court 2
Winter 2017,1/22/2017,8:00pm,8S Bellevue Thunder 8th,8S Millard South 8th,8S,ERMS,Court 2
Winter 2017,1/8/2017,5:00pm,8S Marian Jr Crusaders Hoffman 7th,8S Millard South 8th,8S,ERMS,Court 2
Winter 2017,2/12/2017,7:00pm,8S Elkhorn Elite Silver 8th,8S Millard South 8th,8S,ERMS,Court 2
Winter 2017,2/26/2017,6:00pm,8S Gross Omaha Cougars 8th,8S Millard South 8th,8S,ERMS,Court 2
