Season,Date,Time,Visitor,Home,Division,Location,Court
Winter 2017,2/11/2017,3:00pm,6BB Fremont Elite Hilgenkamp 5th/6th,6BB Millard West Grey 6th,6BB,ERMS,Court 1
Winter 2017,2/25/2017,1:00pm,6BB Gretna Martin 6th,6BB Millard West Grey 6th,6BB,ERMS,Court 1
Winter 2017,2/4/2017,12:00pm,6BB Elkhorn Elite Scarlet 6th,6BB Millard West Grey 6th,6BB,ERMS,Court 1
Winter 2017,1/14/2017,2:00pm,6BB Arlington 6th,6BB Shooting Stars 6th,6BB,ERMS,Court 1
Winter 2017,2/18/2017,1:00pm,6BB Millard West Grey 6th,6BB Shooting Stars 6th,6BB,ERMS,Court 1
Winter 2017,2/25/2017,4:00pm,6BB Blair White 6th,6BB Shooting Stars 6th,6BB,ERMS,Court 1
Winter 2017,2/4/2017,4:00pm,6BB Elkhorn Elite Black 6th,6BB Shooting Stars 6th,6BB,ERMS,Court 1
Winter 2017,1/14/2017,1:00pm,6BB  Bennington Badgers Ossenkop 6th,6BB Westside Red 6th,6BB,ERMS,Court 1
Winter 2017,2/11/2017,12:00pm,6BB Shooting Stars 6th,6BB Westside Red 6th,6BB,ERMS,Court 1
Winter 2017,2/25/2017,3:00pm,6BB Arlington 6th,6BB Westside Red 6th,6BB,ERMS,Court 1
Winter 2017,1/29/2017,5:00pm,6G Marian Jr Crusaders Behrens 6th,6G Bennington Badgers Gansebom 6th,6G,NE Elite,Court 1
Winter 2017,2/12/2017,5:00pm,6G Lady Grizzlies Black 6th,6G Bennington Badgers Gansebom 6th,6G,NE Elite,Court 1
Winter 2017,2/5/2017,5:00pm,6G Millard West Green 6th,6G Bennington Badgers Gansebom 6th,6G,NE Elite,Court 1
Winter 2017,1/22/2017,3:00pm,6G Bennington Badgers Gansebom 6th,6G Fremont Elite Prince 5th/6th,6G,NE Elite,Court 1
Winter 2017,1/22/2017,5:00pm,6G Waverly Vikings 6th,6G Fremont Elite Prince 5th/6th,6G,NE Elite,Court 1
Winter 2017,1/29/2017,4:00pm,6G Lady Grizzlies Black 6th,6G Fremont Elite Prince 5th/6th,6G,NE Elite,Court 1
Winter 2017,2/5/2017,4:00pm,6G Marian Jr Crusaders Behrens 6th,6G Fremont Elite Prince 5th/6th,6G,NE Elite,Court 1
Winter 2017,1/15/2017,4:00pm,6G Bennington Badgers Gansebom 6th,6G Lady Grizzlies Black 6th,6G,NE Elite,Court 1
Winter 2017,1/8/2017,3:00pm,6G Fremont Elite Prince 5th/6th,6G Lady Grizzlies Black 6th,6G,NE Elite,Court 1
Winter 2017,2/26/2017,4:00pm,6G Waverly Vikings 6th,6G Lady Grizzlies Black 6th,6G,NE Elite,Court 1
Winter 2017,1/15/2017,3:00pm,6G Bennington Badgers Gansebom 6th,6G Marian Jr Crusaders Behrens 6th,6G,NE Elite,Court 1
Winter 2017,1/29/2017,3:00pm,6G Lady Grizzlies Black 6th,6G Marian Jr Crusaders Behrens 6th,6G,NE Elite,Court 1
Winter 2017,2/12/2017,4:00pm,6G Waverly Vikings 6th,6G Marian Jr Crusaders Behrens 6th,6G,NE Elite,Court 1
Winter 2017,2/26/2017,3:00pm,6G Millard West Green 6th,6G Marian Jr Crusaders Behrens 6th,6G,NE Elite,Court 1
Winter 2017,1/15/2017,5:00pm,6G Fremont Elite Prince 5th/6th,6G Millard West Green 6th,6G,NE Elite,Court 1
Winter 2017,1/22/2017,4:00pm,6G Waverly Vikings 6th,6G Millard West Green 6th,6G,NE Elite,Court 1
Winter 2017,1/8/2017,4:00pm,6G Marian Jr Crusaders Behrens 6th,6G Millard West Green 6th,6G,NE Elite,Court 1
Winter 2017,2/5/2017,3:00pm,6G Lady Grizzlies Black 6th,6G Millard West Green 6th,6G,NE Elite,Court 1
Winter 2017,1/8/2017,5:00pm,6G Fremont Elite Prince 5th/6th,6G Waverly Vikings 6th,6G,NE Elite,Court 1
Winter 2017,2/12/2017,3:00pm,6G Bennington Badgers Gansebom 6th,6G Waverly Vikings 6th,6G,NE Elite,Court 1
Winter 2017,2/26/2017,5:00pm,6G Millard West Green 6th,6G Waverly Vikings 6th,6G,NE Elite,Court 1
Winter 2017,1/14/2017,10:00am,6SA Elkhorn Elite Red 6th,6SA Bellevue Thunder 6th,6SA,ERMS,Court 1
Winter 2017,1/7/2017,9:00am,6SA Crush 5th,6SA Bellevue Thunder 6th,6SA,ERMS,Court 1
Winter 2017,2/4/2017,11:00am,6SA PLV South Titans Blue 6th,6SA Bellevue Thunder 6th,6SA,ERMS,Court 1
Winter 2017,1/21/2017,8:00am,6SA Millard North Silver 6th,6SA Crush 5th,6SA,ERMS,Court 1
Winter 2017,1/7/2017,8:00am,6SA Marian Jr Cursaders Long 6th,6SA Crush 5th,6SA,ERMS,Court 1
Winter 2017,2/25/2017,9:00am,6SA Elkhorn Elite Red 6th,6SA Crush 5th,6SA,ERMS,Court 1
Winter 2017,1/7/2017,10:00am,6SA Millard North Silver 6th,6SA Elkhorn Elite Red 6th,6SA,ERMS,Court 1
Winter 2017,2/18/2017,8:00am,6SA Marian Jr Cursaders Long 6th,6SA Elkhorn Elite Red 6th,6SA,ERMS,Court 1
Winter 2017,2/4/2017,8:00am,6SA Lady Grizzlies Orange 6th,6SA Elkhorn Elite Red 6th,6SA,ERMS,Court 1
Winter 2017,1/7/2017,11:00am,6SA PLV South Titans Blue 6th,6SA Lady Grizzlies Orange 6th,6SA,ERMS,Court 1
Winter 2017,2/18/2017,9:00am,6SA Bellevue Thunder 6th,6SA Lady Grizzlies Orange 6th,6SA,ERMS,Court 1
Winter 2017,2/4/2017,9:00am,6SA Crush 5th,6SA Lady Grizzlies Orange 6th,6SA,ERMS,Court 1
Winter 2017,1/14/2017,8:00am,6SA Millard South 6th,6SA Marian Jr Cursaders Long 6th,6SA,ERMS,Court 1
Winter 2017,1/21/2017,11:00am,6SA PLV South Titans Blue 6th,6SA Marian Jr Cursaders Long 6th,6SA,ERMS,Court 1
Winter 2017,2/25/2017,8:00am,6SA Lady Grizzlies Orange 6th,6SA Marian Jr Cursaders Long 6th,6SA,ERMS,Court 1
Winter 2017,2/4/2017,10:00am,6SA Bellevue Thunder 6th,6SA Marian Jr Cursaders Long 6th,6SA,ERMS,Court 1
Winter 2017,1/14/2017,11:00am,6SA Lady Grizzlies Orange 6th,6SA Millard North Silver 6th,6SA,ERMS,Court 1
Winter 2017,2/11/2017,8:00am,6SA Marian Jr Cursaders Long 6th,6SA Millard North Silver 6th,6SA,ERMS,Court 1
Winter 2017,2/18/2017,11:00am,6SA Bellevue Thunder 6th,6SA Millard North Silver 6th,6SA,ERMS,Court 1
Winter 2017,2/25/2017,10:00am,6SA Millard South 6th,6SA Millard North Silver 6th,6SA,ERMS,Court 1
Winter 2017,1/21/2017,10:00am,6SA Elkhorn Elite Red 6th,6SA Millard South 6th,6SA,ERMS,Court 1
Winter 2017,1/21/2017,9:00am,6SA Bellevue Thunder 6th,6SA Millard South 6th,6SA,ERMS,Court 1
Winter 2017,2/11/2017,10:00am,6SA Crush 5th,6SA Millard South 6th,6SA,ERMS,Court 1
Winter 2017,2/11/2017,11:00am,6SA Lady Grizzlies Orange 6th,6SA Millard South 6th,6SA,ERMS,Court 1
Winter 2017,1/14/2017,9:00am,6SA Crush 5th,6SA PLV South Titans Blue 6th,6SA,ERMS,Court 1
Winter 2017,2/11/2017,9:00am,6SA Millard North Silver 6th,6SA PLV South Titans Blue 6th,6SA,ERMS,Court 1
Winter 2017,2/18/2017,10:00am,6SA Millard South 6th,6SA PLV South Titans Blue 6th,6SA,ERMS,Court 1
Winter 2017,2/25/2017,11:00am,6SA Elkhorn Elite Red 6th,6SA PLV South Titans Blue 6th,6SA,ERMS,Court 1
Winter 2017,1/14/2017,12:00pm,6SB Thunder 6th,6SB 51ers 6th,6SB,ERMS,Court 2
Winter 2017,2/11/2017,8:00am,6SB OSA Gold 6th,6SB 51ers 6th,6SB,ERMS,Court 2
Winter 2017,2/18/2017,12:00pm,6SB Millard West White 6th,6SB 51ers 6th,6SB,ERMS,Court 2
Winter 2017,1/7/2017,9:00am,6SB Thunder 6th,6SB Bennington Badgers Dick 6th,6SB,ERMS,Court 2
Winter 2017,2/18/2017,8:00am,6SB OSA Gold 6th,6SB Bennington Badgers Dick 6th,6SB,ERMS,Court 2
Winter 2017,2/4/2017,9:00am,6SB 51ers 6th,6SB Bennington Badgers Dick 6th,6SB,ERMS,Court 2
Winter 2017,1/14/2017,11:00am,6SB Bennington Badgers Dick 6th,6SB Blair Purple 6th,6SB,ERMS,Court 2
Winter 2017,2/18/2017,10:00am,6SB Elkhorn Elite Red 6th,6SB Blair Purple 6th,6SB,ERMS,Court 2
Winter 2017,2/4/2017,12:00pm,6SB Westside Black 6th,6SB Blair Purple 6th,6SB,ERMS,Court 2
Winter 2017,1/21/2017,8:00am,6SB Millard West White 6th,6SB Elkhorn Elite Red 6th,6SB,ERMS,Court 2
Winter 2017,1/7/2017,8:00am,6SB Gretna Kastens 6th,6SB Elkhorn Elite Red 6th,6SB,ERMS,Court 2
Winter 2017,2/25/2017,8:00am,6SB Bennington Badgers Dick 6th,6SB Elkhorn Elite Red 6th,6SB,ERMS,Court 2
Winter 2017,2/4/2017,11:00am,6SB 51ers 6th,6SB Elkhorn Elite Red 6th,6SB,ERMS,Court 2
Winter 2017,1/21/2017,9:00am,6SB Bennington Badgers Dick 6th,6SB Gretna Kastens 6th,6SB,ERMS,Court 2
Winter 2017,1/7/2017,10:00am,6SB Blair Purple 6th,6SB Gretna Kastens 6th,6SB,ERMS,Court 2
Winter 2017,2/11/2017,12:00pm,6SB Thunder 6th,6SB Gretna Kastens 6th,6SB,ERMS,Court 2
Winter 2017,2/25/2017,11:00am,6SB Westside Black 6th,6SB Gretna Kastens 6th,6SB,ERMS,Court 2
Winter 2017,1/14/2017,10:00am,6SB OSA Gold 6th,6SB Millard West White 6th,6SB,ERMS,Court 2
Winter 2017,2/11/2017,11:00am,6SB Wahoo Cavalry 6th,6SB Millard West White 6th,6SB,ERMS,Court 2
Winter 2017,2/25/2017,9:00am,6SB Blair Purple 6th,6SB Millard West White 6th,6SB,ERMS,Court 2
Winter 2017,2/4/2017,8:00am,6SB Gretna Kastens 6th,6SB Millard West White 6th,6SB,ERMS,Court 2
Winter 2017,1/14/2017,8:00am,6SB Elkhorn Elite Red 6th,6SB OSA Gold 6th,6SB,ERMS,Court 2
Winter 2017,2/11/2017,9:00am,6SB Blair Purple 6th,6SB OSA Gold 6th,6SB,ERMS,Court 2
Winter 2017,2/25/2017,10:00am,6SB Thunder 6th,6SB OSA Gold 6th,6SB,ERMS,Court 2
Winter 2017,2/25/2017,12:00pm,6SB Wahoo Cavalry 6th,6SB OSA Gold 6th,6SB,ERMS,Court 2
Winter 2017,1/21/2017,11:00am,6SB Blair Purple 6th,6SB Thunder 6th,6SB,ERMS,Court 2
Winter 2017,1/7/2017,11:00am,6SB Wahoo Cavalry 6th,6SB Thunder 6th,6SB,ERMS,Court 2
Winter 2017,2/11/2017,10:00am,6SB Westside Black 6th,6SB Thunder 6th,6SB,ERMS,Court 2
Winter 2017,1/14/2017,9:00am,6SB Westside Black 6th,6SB Wahoo Cavalry 6th,6SB,ERMS,Court 2
Winter 2017,1/21/2017,12:00pm,6SB 51ers 6th,6SB Wahoo Cavalry 6th,6SB,ERMS,Court 2
Winter 2017,2/18/2017,11:00am,6SB Gretna Kastens 6th,6SB Wahoo Cavalry 6th,6SB,ERMS,Court 2
Winter 2017,2/4/2017,10:00am,6SB Elkhorn Elite Red 6th,6SB Wahoo Cavalry 6th,6SB,ERMS,Court 2
Winter 2017,1/21/2017,10:00am,6SB Millard West White 6th,6SB Westside Black 6th,6SB,ERMS,Court 2
Winter 2017,1/7/2017,12:00pm,6SB 51ers 6th,6SB Westside Black 6th,6SB,ERMS,Court 2
Winter 2017,2/18/2017,9:00am,6SB Bennington Badgers Dick 6th,6SB Westside Black 6th,6SB,ERMS,Court 2
Winter 2017,1/15/2017,10:00am,7B Millard North Blue 7th,7B Bellevue Ice White 7th,7B,ERMS,Court 1
Winter 2017,2/19/2017,10:00am,7B Skutt Green 7th,7B Bellevue Ice White 7th,7B,ERMS,Court 2
Winter 2017,2/26/2017,9:00am,7B OSA White 7th,7B Bellevue Ice White 7th,7B,ERMS,Court 2
Winter 2017,2/5/2017,11:00am,7B Lincoln Ambassadors Blue 7th,7B Bellevue Ice White 7th,7B,ERMS,Court 2
Winter 2017,1/22/2017,9:00am,7B Gretna Martin 7th,7B Elkhorn Elite Blue 7th,7B,ERMS,Court 1
Winter 2017,1/8/2017,9:00am,7B Bellevue Ice White 7th,7B Elkhorn Elite Blue 7th,7B,ERMS,Court 2
Winter 2017,2/12/2017,9:00am,7B Trailblazers 6th/7th,7B Elkhorn Elite Blue 7th,7B,ERMS,Court 2
Winter 2017,1/15/2017,11:00am,7B Fury 7th,7B Elkhorn Elite White 7th,7B,ERMS,Court 1
Winter 2017,2/12/2017,10:00am,7B Bellevue Ice White 7th,7B Elkhorn Elite White 7th,7B,ERMS,Court 2
Winter 2017,2/26/2017,11:00am,7B Gretna Martin 7th,7B Elkhorn Elite White 7th,7B,ERMS,Court 1
Winter 2017,2/5/2017,9:00am,7B Skutt Green 7th,7B Elkhorn Elite White 7th,7B,ERMS,Court 2
Winter 2017,1/22/2017,10:00am,7B Bellevue Ice White 7th,7B Fury 7th,7B,ERMS,Court 1
Winter 2017,1/8/2017,10:00am,7B Lincoln Ambassadors Blue 7th,7B Fury 7th,7B,ERMS,Court 1
Winter 2017,2/26/2017,10:00am,7B Trailblazers 6th/7th,7B Fury 7th,7B,ERMS,Court 1
Winter 2017,1/15/2017,9:00am,7B Marnian Jr Crusaders Schinco 7th,7B Gretna Martin 7th,7B,ERMS,Court 1
Winter 2017,2/12/2017,11:00am,7B Lincoln Ambassadors Blue 7th,7B Gretna Martin 7th,7B,ERMS,Court 1
Winter 2017,2/19/2017,9:00am,7B Fury 7th,7B Gretna Martin 7th,7B,ERMS,Court 1
Winter 2017,2/5/2017,10:00am,7B Millard North Blue 7th,7B Gretna Martin 7th,7B,ERMS,Court 2
Winter 2017,1/22/2017,10:00am,7B Elkhorn Elite White 7th,7B Lincoln Ambassadors Blue 7th,7B,ERMS,Court 2
Winter 2017,1/22/2017,11:00am,7B Millard West Green 7th,7B Lincoln Ambassadors Blue 7th,7B,ERMS,Court 2
Winter 2017,1/22/2017,9:00am,7B Millard West Green 7th,7B Marnian Jr Crusaders Schinco 7th,7B,ERMS,Court 2
Winter 2017,2/19/2017,9:00am,7B Elkhorn Elite Blue 7th,7B Marnian Jr Crusaders Schinco 7th,7B,ERMS,Court 2
Winter 2017,1/8/2017,10:00am,7B Elkhorn Elite White 7th,7B Millard North Blue 7th,7B,ERMS,Court 2
Winter 2017,2/12/2017,9:00am,7B Millard West Green 7th,7B Millard North Blue 7th,7B,ERMS,Court 1
Winter 2017,2/26/2017,10:00am,7B OSA White 7th,7B Millard North Blue 7th,7B,ERMS,Court 2
Winter 2017,2/26/2017,11:00am,7B Marnian Jr Crusaders Schinco 7th,7B Millard North Blue 7th,7B,ERMS,Court 2
Winter 2017,1/15/2017,9:00am,7B Elkhorn Elite Blue 7th,7B Millard West Green 7th,7B,ERMS,Court 2
Winter 2017,2/5/2017,11:00am,7B Trailblazers 6th/7th,7B Millard West Green 7th,7B,ERMS,Court 1
Winter 2017,2/5/2017,9:00am,7B Fury 7th,7B Millard West Green 7th,7B,ERMS,Court 1
Winter 2017,1/15/2017,10:00am,7B Elkhorn Elite Blue 7th,7B OSA White 7th,7B,ERMS,Court 2
Winter 2017,1/15/2017,11:00am,7B Marnian Jr Crusaders Schinco 7th,7B OSA White 7th,7B,ERMS,Court 2
Winter 2017,2/12/2017,10:00am,7B Lincoln Ambassadors Blue 7th,7B OSA White 7th,7B,ERMS,Court 1
Winter 2017,2/19/2017,10:00am,7B Fury 7th,7B OSA White 7th,7B,ERMS,Court 1
Winter 2017,2/19/2017,11:00am,7B Elkhorn Elite White 7th,7B OSA White 7th,7B,ERMS,Court 1
Winter 2017,1/22/2017,11:00am,7B Trailblazers 6th/7th,7B Skutt Green 7th,7B,ERMS,Court 1
Winter 2017,1/8/2017,11:00am,7B Lincoln Ambassadors Blue 7th,7B Skutt Green 7th,7B,ERMS,Court 1
Winter 2017,1/8/2017,9:00am,7B Millard West Green 7th,7B Skutt Green 7th,7B,ERMS,Court 1
Winter 2017,2/12/2017,11:00am,7B Marnian Jr Crusaders Schinco 7th,7B Skutt Green 7th,7B,ERMS,Court 2
Winter 2017,2/26/2017,9:00am,7B Elkhorn Elite Blue 7th,7B Skutt Green 7th,7B,ERMS,Court 1
Winter 2017,1/8/2017,11:00am,7B Gretna Martin 7th,7B Trailblazers 6th/7th,7B,ERMS,Court 2
Winter 2017,2/19/2017,11:00am,7B Millard North Blue 7th,7B Trailblazers 6th/7th,7B,ERMS,Court 2
Winter 2017,2/5/2017,10:00am,7B Marnian Jr Crusaders Schinco 7th,7B Trailblazers 6th/7th,7B,ERMS,Court 1
Winter 2017,1/15/2017,12:00pm,7S Skutt Black 7th,7S Bellevue Ice Purple 7th,7S,ERMS,Court 1
Winter 2017,1/15/2017,2:00pm,7S Millard North Silver 7th,7S Bellevue Ice Purple 7th,7S,ERMS,Court 1
Winter 2017,2/19/2017,12:00pm,7S Fremont Elite Kinning 7th,7S Bellevue Ice Purple 7th,7S,ERMS,Court 1
Winter 2017,1/22/2017,2:00pm,7S Millard North Silver 7th,7S Council Bluffs LC Titans 7th,7S,ERMS,Court 1
Winter 2017,1/8/2017,2:00pm,7S Bellevue Ice Purple 7th,7S Council Bluffs LC Titans 7th,7S,ERMS,Court 1
Winter 2017,2/19/2017,1:00pm,7S Skutt Black 7th,7S Council Bluffs LC Titans 7th,7S,ERMS,Court 1
Winter 2017,1/15/2017,4:00pm,7S OSA Black 7th,7S Elkhorn Elite Red 7th,7S,ERMS,Court 1
Winter 2017,2/12/2017,4:00pm,7S Lady Warriors 7th,7S Elkhorn Elite Red 7th,7S,ERMS,Court 1
Winter 2017,2/5/2017,2:00pm,7S Bellevue Ice Purple 7th,7S Elkhorn Elite Red 7th,7S,ERMS,Court 1
Winter 2017,1/8/2017,3:00pm,7S Millard North Silver 7th,7S Fremont Elite Kinning 7th,7S,ERMS,Court 1
Winter 2017,2/12/2017,3:00pm,7S Elkhorn Elite Red 7th,7S Fremont Elite Kinning 7th,7S,ERMS,Court 1
Winter 2017,2/26/2017,1:00pm,7S Millard South 7th,7S Fremont Elite Kinning 7th,7S,ERMS,Court 1
Winter 2017,2/5/2017,3:00pm,7S Lady Warriors 7th,7S Fremont Elite Kinning 7th,7S,ERMS,Court 1
Winter 2017,1/8/2017,1:00pm,7S Wahoo Cavalry 7th,7S Lady Warriors 7th,7S,ERMS,Court 1
Winter 2017,2/19/2017,2:00pm,7S Council Bluffs LC Titans 7th,7S Lady Warriors 7th,7S,ERMS,Court 1
Winter 2017,2/19/2017,3:00pm,7S Skutt Black 7th,7S Lady Warriors 7th,7S,ERMS,Court 1
Winter 2017,2/26/2017,3:00pm,7S Millard South 7th,7S Lady Warriors 7th,7S,ERMS,Court 1
Winter 2017,1/22/2017,3:00pm,7S Elkhorn Elite Red 7th,7S Millard North Silver 7th,7S,ERMS,Court 1
Winter 2017,2/12/2017,2:00pm,7S Millard South 7th,7S Millard North Silver 7th,7S,ERMS,Court 1
Winter 2017,2/26/2017,12:00pm,7S Skutt Black 7th,7S Millard North Silver 7th,7S,ERMS,Court 1
Winter 2017,2/26/2017,2:00pm,7S OSA Black 7th,7S Millard North Silver 7th,7S,ERMS,Court 1
Winter 2017,1/22/2017,4:00pm,7S Council Bluffs LC Titans 7th,7S Millard South 7th,7S,ERMS,Court 1
Winter 2017,2/12/2017,12:00pm,7S Wahoo Cavalry 7th,7S Millard South 7th,7S,ERMS,Court 1
Winter 2017,2/19/2017,4:00pm,7S OSA Black 7th,7S Millard South 7th,7S,ERMS,Court 1
Winter 2017,1/15/2017,3:00pm,7S Fremont Elite Kinning 7th,7S OSA Black 7th,7S,ERMS,Court 1
Winter 2017,1/8/2017,4:00pm,7S Lady Warriors 7th,7S OSA Black 7th,7S,ERMS,Court 1
Winter 2017,2/12/2017,1:00pm,7S Bellevue Ice Purple 7th,7S OSA Black 7th,7S,ERMS,Court 1
Winter 2017,2/26/2017,4:00pm,7S Council Bluffs LC Titans 7th,7S OSA Black 7th,7S,ERMS,Court 1
Winter 2017,1/15/2017,1:00pm,7S Millard South 7th,7S Skutt Black 7th,7S,ERMS,Court 1
Winter 2017,1/8/2017,12:00pm,7S Wahoo Cavalry 7th,7S Skutt Black 7th,7S,ERMS,Court 1
Winter 2017,2/5/2017,4:00pm,7S Elkhorn Elite Red 7th,7S Skutt Black 7th,7S,ERMS,Court 1
Winter 2017,1/22/2017,1:00pm,7S Elkhorn Elite Red 7th,7S Wahoo Cavalry 7th,7S,ERMS,Court 1
Winter 2017,1/22/2017,12:00pm,7S Bellevue Ice Purple 7th,7S Wahoo Cavalry 7th,7S,ERMS,Court 1
Winter 2017,2/5/2017,1:00pm,7S Fremont Elite Kinning 7th,7S Wahoo Cavalry 7th,7S,ERMS,Court 1
Winter 2017,2/5/2017,12:00pm,7S Council Bluffs LC Titans 7th,7S Wahoo Cavalry 7th,7S,ERMS,Court 1
Winter 2017,1/15/2017,4:00pm,8B OSA Black 8th,8B CB TJ Jr Jackets 7th/8th,8B,ERMS,Court 2
Winter 2017,2/19/2017,4:00pm,8B Lady Grizzlies Orange 7th,8B CB TJ Jr Jackets 7th/8th,8B,ERMS,Court 2
Winter 2017,2/26/2017,4:00pm,8B Gretna Gators 8th,8B CB TJ Jr Jackets 7th/8th,8B,ERMS,Court 2
Winter 2017,2/5/2017,4:00pm,8B Skutt Green 8th,8B CB TJ Jr Jackets 7th/8th,8B,ERMS,Court 2
Winter 2017,1/15/2017,1:00pm,8B Trailblazers 8th,8B Elhorn Elite Blue 8th,8B,ERMS,Court 2
Winter 2017,2/12/2017,4:00pm,8B CB TJ Jr Jackets 7th/8th,8B Elhorn Elite Blue 8th,8B,ERMS,Court 2
Winter 2017,2/26/2017,1:00pm,8B Millard West Green 8th,8B Elhorn Elite Blue 8th,8B,ERMS,Court 2
Winter 2017,2/5/2017,2:00pm,8B Lady Grizzlies Orange 7th,8B Elhorn Elite Blue 8th,8B,ERMS,Court 2
Winter 2017,1/22/2017,3:00pm,8B Millard West Green 8th,8B Elkhorn Elite Red 8th,8B,ERMS,Court 2
Winter 2017,1/8/2017,4:00pm,8B CB TJ Jr Jackets 7th/8th,8B Elkhorn Elite Red 8th,8B,ERMS,Court 2
Winter 2017,2/19/2017,1:00pm,8B OSA Black 8th,8B Elkhorn Elite Red 8th,8B,ERMS,Court 2
Winter 2017,1/15/2017,2:00pm,8B Elkhorn Elite Red 8th,8B Gretna Gators 8th,8B,ERMS,Court 2
Winter 2017,1/22/2017,2:00pm,8B Trailblazers 8th,8B Gretna Gators 8th,8B,ERMS,Court 2
Winter 2017,1/8/2017,2:00pm,8B Elhorn Elite Blue 8th,8B Gretna Gators 8th,8B,ERMS,Court 2
Winter 2017,1/22/2017,1:00pm,8B Trailblazers Johnson 8th,8B Lady Grizzlies Orange 7th,8B,ERMS,Court 2
Winter 2017,1/8/2017,3:00pm,8B Millard West Green 8th,8B Lady Grizzlies Orange 7th,8B,ERMS,Court 2
Winter 2017,2/12/2017,3:00pm,8B Elkhorn Elite Red 8th,8B Lady Grizzlies Orange 7th,8B,ERMS,Court 2
Winter 2017,2/26/2017,3:00pm,8B OSA Black 8th,8B Lady Grizzlies Orange 7th,8B,ERMS,Court 2
Winter 2017,2/12/2017,2:00pm,8B Trailblazers Johnson 8th,8B Millard West Green 8th,8B,ERMS,Court 2
Winter 2017,2/19/2017,12:00pm,8B Skutt Green 8th,8B Millard West Green 8th,8B,ERMS,Court 2
Winter 2017,2/5/2017,1:00pm,8B OSA Black 8th,8B Millard West Green 8th,8B,ERMS,Court 2
Winter 2017,1/15/2017,3:00pm,8B Trailblazers Johnson 8th,8B OSA Black 8th,8B,ERMS,Court 2
Winter 2017,2/19/2017,3:00pm,8B Elhorn Elite Blue 8th,8B OSA Black 8th,8B,ERMS,Court 2
Winter 2017,2/5/2017,3:00pm,8B Gretna Gators 8th,8B OSA Black 8th,8B,ERMS,Court 2
Winter 2017,1/15/2017,12:00pm,8B Lady Grizzlies Orange 7th,8B Skutt Green 8th,8B,ERMS,Court 2
Winter 2017,1/22/2017,12:00pm,8B Elhorn Elite Blue 8th,8B Skutt Green 8th,8B,ERMS,Court 2
Winter 2017,2/12/2017,1:00pm,8B Gretna Gators 8th,8B Skutt Green 8th,8B,ERMS,Court 2
Winter 2017,2/26/2017,2:00pm,8B Trailblazers Johnson 8th,8B Skutt Green 8th,8B,ERMS,Court 2
Winter 2017,1/22/2017,4:00pm,8B CB TJ Jr Jackets 7th/8th,8B Trailblazers 8th,8B,ERMS,Court 2
Winter 2017,1/8/2017,1:00pm,8B Skutt Green 8th,8B Trailblazers 8th,8B,ERMS,Court 2
Winter 2017,2/12/2017,12:00pm,8B Millard West Green 8th,8B Trailblazers 8th,8B,ERMS,Court 2
Winter 2017,2/26/2017,12:00pm,8B Elkhorn Elite Red 8th,8B Trailblazers 8th,8B,ERMS,Court 2
Winter 2017,1/8/2017,12:00pm,8B Gretna Gators 8th,8B Trailblazers Johnson 8th,8B,ERMS,Court 2
Winter 2017,2/19/2017,2:00pm,8B Trailblazers 8th,8B Trailblazers Johnson 8th,8B,ERMS,Court 2
Winter 2017,2/5/2017,12:00pm,8B Elkhorn Elite Red 8th,8B Trailblazers Johnson 8th,8B,ERMS,Court 2
Winter 2017,1/22/2017,5:00pm,8G Hustle 8th,8G Bellevue Thunder 7th,8G,ERMS,Court 1
Winter 2017,1/8/2017,6:00pm,8G Elkhorn Elite Gold 8th,8G Bellevue Thunder 7th,8G,ERMS,Court 1
Winter 2017,1/8/2017,8:00pm,8G OSA Gold 8th,8G Bellevue Thunder 7th,8G,ERMS,Court 1
Winter 2017,1/15/2017,7:00pm,8G OSA Gold 8th,8G Elkhorn Elite Gold 8th,8G,ERMS,Court 1
Winter 2017,2/12/2017,5:00pm,8G Marian Jr Cursaders Blue 8th,8G Elkhorn Elite Gold 8th,8G,ERMS,Court 1
Winter 2017,2/26/2017,5:00pm,8G Unity Stars 8th,8G Elkhorn Elite Gold 8th,8G,ERMS,Court 1
Winter 2017,2/5/2017,8:00pm,8G Legends 8th,8G Elkhorn Elite Gold 8th,8G,ERMS,Court 1
Winter 2017,2/12/2017,6:00pm,8G Unity Stars 8th,8G Hustle 8th,8G,ERMS,Court 1
Winter 2017,2/19/2017,5:00pm,8G Elkhorn Elite Gold 8th,8G Hustle 8th,8G,ERMS,Court 1
Winter 2017,2/5/2017,5:00pm,8G OSA Gold 8th,8G Hustle 8th,8G,ERMS,Court 1
Winter 2017,1/22/2017,7:00pm,8G Bellevue Thunder 7th,8G Legends 8th,8G,ERMS,Court 1
Winter 2017,1/8/2017,7:00pm,8G Hustle 8th,8G Legends 8th,8G,ERMS,Court 1
Winter 2017,2/12/2017,8:00pm,8G Unity Stars 8th,8G Legends 8th,8G,ERMS,Court 1
Winter 2017,2/26/2017,8:00pm,8G OSA Gold 8th,8G Legends 8th,8G,ERMS,Court 1
Winter 2017,1/15/2017,6:00pm,8G Bellevue Thunder 7th,8G Marian Jr Cursaders Blue 8th,8G,ERMS,Court 1
Winter 2017,1/22/2017,8:00pm,8G Skutt Black 8th,8G Marian Jr Cursaders Blue 8th,8G,ERMS,Court 1
Winter 2017,2/19/2017,7:00pm,8G Legends 8th,8G Marian Jr Cursaders Blue 8th,8G,ERMS,Court 1
