"Season","Date","Court","Time","Visitor","Home","Division","Location"
"Winter 2013","1/12/2013","Court 2","4:30pm","5S Elkhorn Elite 5th Richmond","5S Millard West 5th Green","5th Grade Silver","Lied Center"
"Winter 2013","1/19/2013","Court 2","4:30pm","5S Eagles 5th","5S Millard West 5th Green","5th Grade Silver","Lied Center"
"Winter 2013","1/26/2013","Court 1","2:30pm","5S Crush 5th","5S Millard West 5th Green","5th Grade Silver","Lied Center"
"Winter 2013","2/2/2013","Court 1","4:30pm","5S Bluejays 5th","5S Millard West 5th Green","5th Grade Silver","Lied Center"
"Winter 2013","2/9/2013","Court 1","2:30pm","5S Bellevue Thunder 5th Gold","5S Millard West 5th Green","5th Grade Silver","Lied Center"
"Winter 2013","3/2/2013","Court 1","12:30pm","5S Millard South 5th Red","5S Millard West 5th Green","5th Grade Silver","Lied Center"
"Winter 2013","1/19/2013","Court 2","5:30pm","5S Elkhorn Elite 5th Richmond","5S OSA 5th Black","5th Grade Silver","Lied Center"
"Winter 2013","1/26/2013","Court 2","5:30pm","5S Elkhorn Elite 5th Richmond","5S OSA 5th Black","5th Grade Silver","Lied Center"
"Winter 2013","2/2/2013","Court 1","5:30pm","5S Crush 5th","5S OSA 5th Black","5th Grade Silver","Lied Center"
"Winter 2013","2/23/2013","Court 1","4:30pm","5S Westside 5th Black","5S OSA 5th Black","5th Grade Silver","Lied Center"
"Winter 2013","2/23/2013","Court 1","7:30pm","5S Millard West 5th Green","5S OSA 5th Black","5th Grade Silver","Lied Center"
"Winter 2013","2/23/2013","Court 1","8:30pm","5S Marian Jr. Crusaders 5th White","5S OSA 5th Black","5th Grade Silver","Lied Center"
"Winter 2013","3/2/2013","Court 2","1:30pm","5S Eagles 5th","5S OSA 5th Black","5th Grade Silver","Lied Center"
"Winter 2013","3/2/2013","Court 2","12:30pm","5S Bellevue Thunder 5th Gold","5S OSA 5th Black","5th Grade Silver","Lied Center"
"Winter 2013","1/19/2013","Court 1","1:30pm","5S Bellevue Thunder 5th Gold","5S Wahoo Calvary 5th","5th Grade Silver","Lied Center"
"Winter 2013","1/19/2013","Court 1","2:30pm","5S Marian Jr. Crusaders 5th Blue","5S Wahoo Calvary 5th","5th Grade Silver","Lied Center"
"Winter 2013","2/9/2013","Court 2","7:30pm","5S Crush 5th","5S Wahoo Calvary 5th","5th Grade Silver","Lied Center"
"Winter 2013","2/9/2013","Court 2","8:30pm","5S Lady Grizzlies 5th Black","5S Wahoo Calvary 5th","5th Grade Silver","Lied Center"
"Winter 2013","2/23/2013","Court 2","6:30pm","5S Millard South 5th Red","5S Wahoo Calvary 5th","5th Grade Silver","Lied Center"
"Winter 2013","1/12/2013","Court 2","5:30pm","5S Elkhorn Elite 5th Richmond","5S Westside 5th Black","5th Grade Silver","Lied Center"
"Winter 2013","1/26/2013","Court 1","3:30pm","5S Eagles 5th","5S Westside 5th Black","5th Grade Silver","Lied Center"
"Winter 2013","2/2/2013","Court 2","6:30pm","5S Marian Jr. Crusaders 5th Blue","5S Westside 5th Black","5th Grade Silver","Lied Center"
"Winter 2013","2/9/2013","Court 1","7:30pm","5S Lady Grizzlies 5th Black","5S Westside 5th Black","5th Grade Silver","Lied Center"
"Winter 2013","3/2/2013","Court 2","4:30pm","5S Bluejays 5th","5S Westside 5th Black","5th Grade Silver","Lied Center"
"Winter 2013","3/2/2013","Court 2","5:30pm","5S Crush 5th","5S Westside 5th Black","5th Grade Silver","Lied Center"
