"Season","Date","Court","Time","Visitor","Home","Division","Location"
"Winter 2014","2/15/2014","Court 2","7:00pm","5SA Lady Grizzlies Black 5th","5SA Trailblazers 5th","5th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 2","5:00pm","5SA Council Bluffs Titans Navy 5th","5SA Trailblazers 5th","5th Grade Silver A","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 1","8:00pm","5SB Westside Black 5th","5SB Council Bluffs Titans White 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/1/2014","Court 1","5:00pm","5SB PLV South Titans 5th","5SB Council Bluffs Titans White 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/22/2014","Court 1","8:00pm","5SB Fremont Elite 4th","5SB Council Bluffs Titans White 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 1","7:00pm","5SB PLV South Titans 5th","5SB Elkhorn Elite Red 2 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/1/2014","Court 1","6:00pm","5SB PLV South Titans Black 4th","5SB Elkhorn Elite Red 2 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/1/2014","Court 1","7:00pm","5SB Fremont Elite 4th","5SB Elkhorn Elite Red 2 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 1","6:00pm","5SB Council Bluffs Titans White 5th","5SB Elkhorn Elite Red 2 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/15/2014","Court 1","6:00pm","5SB Marian Jr. Crusaders White 5th","5SB Fremont Elite 4th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/15/2014","Court 1","8:00pm","5SB PLV South Titans Black 4th","5SB Fremont Elite 4th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/22/2014","Court 1","7:00pm","5SB Gretna Huntwork 4th","5SB Fremont Elite 4th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/18/2014","Court 1","6:00pm","5SB Council Bluffs Titans White 5th","5SB Gretna Huntwork 4th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/8/2014","Court 1","6:00pm","5SB Marian Jr. Crusaders White 5th","5SB Gretna Huntwork 4th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 1","5:00pm","5SB Elkhorn Elite Red 2 5th","5SB Gretna Huntwork 4th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 1","7:00pm","5SB PLV South Titans 5th","5SB Gretna Huntwork 4th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 1","6:00pm","5SB PLV South Titans 5th","5SB Marian Jr. Crusaders White 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/18/2014","Court 1","5:00pm","5SB Elkhorn Elite Red 2 5th","5SB Marian Jr. Crusaders White 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/1/2014","Court 1","8:00pm","5SB Westside Black 5th","5SB Marian Jr. Crusaders White 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/15/2014","Court 1","7:00pm","5SB Council Bluffs Titans White 5th","5SB Marian Jr. Crusaders White 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/18/2014","Court 1","8:00pm","5SB PLV South Titans Black 4th","5SB PLV South Titans 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/22/2014","Court 1","6:00pm","5SB Westside Black 5th","5SB PLV South Titans 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/8/2014","Court 1","5:00pm","5SB Fremont Elite 4th","5SB PLV South Titans 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 1","5:00pm","5SB Gretna Huntwork 4th","5SB PLV South Titans Black 4th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/22/2014","Court 1","5:00pm","5SB Marian Jr. Crusaders White 5th","5SB PLV South Titans Black 4th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/8/2014","Court 1","7:00pm","5SB Council Bluffs Titans White 5th","5SB PLV South Titans Black 4th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/18/2014","Court 1","7:00pm","5SB Fremont Elite 4th","5SB Westside Black 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/15/2014","Court 1","5:00pm","5SB Gretna Huntwork 4th","5SB Westside Black 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/8/2014","Court 1","8:00pm","5SB Elkhorn Elite Red 2 5th","5SB Westside Black 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 1","8:00pm","5SB PLV South Titans Black 4th","5SB Westside Black 5th","5th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 2","10:00am","6B Elkhorn Elite Blue 6th","6B Abraham Lincoln Jr. Lynx 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/25/2014","Court 1","3:00pm","6B Westside Red 6th","6B Abraham Lincoln Jr. Lynx 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","2/1/2014","Court 2","9:00am","6B Legacy 6th","6B Abraham Lincoln Jr. Lynx 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 2","9:00am","6B Elkhorn Elite White 6th","6B Abraham Lincoln Jr. Lynx 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/18/2014","Court 2","12:00pm","6B Gretna Green 6th","6B Arlington 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/25/2014","Court 1","2:00pm","6B Blair White 6th","6B Arlington 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","2/8/2014","Court 2","12:00pm","6B Elkhorn Elite White 6th","6B Arlington 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 2","12:00pm","6B Millard West White 6th","6B Arlington 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 1","3:00pm","6B Council Bluffs Titans Blue 6th","6B Blair White 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","2/1/2014","Court 1","2:00pm","6B Lincoln Ambassadors Blue 6th","6B Blair White 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","2/22/2014","Court 2","10:00am","6B Millard West White 6th","6B Blair White 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/18/2014","Court 2","9:00am","6B Millard West White 6th","6B Council Bluffs Titans Blue 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/22/2014","Court 1","2:00pm","6B Gretna Green 6th","6B Council Bluffs Titans Blue 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","2/8/2014","Court 1","2:00pm","6B Abraham Lincoln Jr. Lynx 6th","6B Council Bluffs Titans Blue 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","1/18/2014","Court 2","11:00am","6B Arlington 6th","6B Elkhorn Elite Blue 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/1/2014","Court 2","11:00am","6B Gretna Green 6th","6B Elkhorn Elite Blue 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/15/2014","Court 2","10:00am","6B Council Bluffs Titans Blue 6th","6B Elkhorn Elite Blue 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 2","10:00am","6B Lincoln Ambassadors Blue 6th","6B Elkhorn Elite Blue 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 2","11:00am","6B Westside Red 6th","6B Elkhorn Elite White 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/1/2014","Court 2","12:00pm","6B Gretna White 6th","6B Elkhorn Elite White 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/22/2014","Court 2","11:00am","6B Blair White 6th","6B Elkhorn Elite White 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 2","9:00am","6B Abraham Lincoln Jr. Lynx 6th","6B Gretna Green 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/22/2014","Court 2","12:00pm","6B Legacy 6th","6B Gretna Green 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/8/2014","Court 2","11:00am","6B Arlington 6th","6B Gretna Green 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 1","3:00pm","6B Westside Red 6th","6B Gretna Green 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","1/11/2014","Court 1","2:00pm","6B Lincoln Ambassadors Blue 6th","6B Gretna White 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","2/1/2014","Court 1","3:00pm","6B Blair White 6th","6B Gretna White 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","2/15/2014","Court 2","11:00am","6B Lincoln Ambassadors Blue 6th","6B Gretna White 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/22/2014","Court 1","3:00pm","6B Council Bluffs Titans Blue 6th","6B Gretna White 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","1/18/2014","Court 1","2:00pm","6B Gretna White 6th","6B Legacy 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","2/15/2014","Court 2","12:00pm","6B Arlington 6th","6B Legacy 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/8/2014","Court 2","9:00am","6B Elkhorn Elite Blue 6th","6B Legacy 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 1","2:00pm","6B Council Bluffs Titans Blue 6th","6B Legacy 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","1/18/2014","Court 2","10:00am","6B Elkhorn Elite White 6th","6B Lincoln Ambassadors Blue 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/8/2014","Court 2","10:00am","6B Millard West White 6th","6B Lincoln Ambassadors Blue 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 2","11:00am","6B Abraham Lincoln Jr. Lynx 6th","6B Lincoln Ambassadors Blue 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 2","12:00pm","6B Legacy 6th","6B Millard West White 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/1/2014","Court 2","10:00am","6B Westside Red 6th","6B Millard West White 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/15/2014","Court 2","9:00am","6B Elkhorn Elite White 6th","6B Millard West White 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/18/2014","Court 1","3:00pm","6B Blair White 6th","6B Westside Red 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","2/22/2014","Court 2","9:00am","6B Elkhorn Elite Blue 6th","6B Westside Red 6th","6th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","2/8/2014","Court 1","3:00pm","6B Gretna White 6th","6B Westside Red 6th","6th Grade Bronze","Nebraska Elite"
"Winter 2014","1/18/2014","Court 1","9:00am","6G CB Panthers White 6th","6G Bellevue Thunder 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/15/2014","Court 1","11:00am","6G Trailblazers 6th","6G Bellevue Thunder 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/8/2014","Court 1","11:00am","6G CB Panthers Black 6th","6G Bellevue Thunder 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 1","9:00am","6G Lady Grizzlies Orange 6th","6G Bellevue Thunder 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/18/2014","Court 1","11:00am","6G Elkhorn Elite Gold 6th","6G CB Panthers Black 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/1/2014","Court 1","11:00am","6G Lady Grizzlies Orange 6th","6G CB Panthers Black 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/15/2014","Court 1","9:00am","6G PLV Monarchs Maroon 6th","6G CB Panthers Black 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 1","12:00pm","6G CB Panthers White 6th","6G CB Panthers Black 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 1","11:00am","6G Huskies 6th","6G CB Panthers White 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/1/2014","Court 1","12:00pm","6G Lady Grizzlies Orange 6th","6G CB Panthers White 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/15/2014","Court 1","10:00am","6G Trailblazers 6th","6G CB Panthers White 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 1","10:00am","6G Lady Grizzlies Orange 6th","6G Elkhorn Elite Gold 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/22/2014","Court 1","12:00pm","6G Bellevue Thunder 6th","6G Elkhorn Elite Gold 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/8/2014","Court 1","10:00am","6G CB Panthers White 6th","6G Elkhorn Elite Gold 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/18/2014","Court 1","12:00pm","6G CB Panthers Black 6th","6G Huskies 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/1/2014","Court 1","10:00am","6G Bellevue Thunder 6th","6G Huskies 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/15/2014","Court 1","12:00pm","6G Elkhorn Elite Gold 6th","6G Huskies 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/22/2014","Court 1","9:00am","6G PLV Monarchs Maroon 6th","6G Huskies 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 1","9:00am","6G Trailblazers 6th","6G Lady Grizzlies Orange 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/8/2014","Court 1","12:00pm","6G PLV Monarchs Maroon 6th","6G Lady Grizzlies Orange 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 1","10:00am","6G Huskies 6th","6G Lady Grizzlies Orange 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 1","12:00pm","6G Bellevue Thunder 6th","6G PLV Monarchs Maroon 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/1/2014","Court 1","9:00am","6G Elkhorn Elite Gold 6th","6G PLV Monarchs Maroon 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/22/2014","Court 1","11:00am","6G CB Panthers White 6th","6G PLV Monarchs Maroon 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/18/2014","Court 1","10:00am","6G PLV Monarchs Maroon 6th","6G Trailblazers 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/22/2014","Court 1","10:00am","6G CB Panthers Black 6th","6G Trailblazers 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","2/8/2014","Court 1","9:00am","6G Huskies 6th","6G Trailblazers 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 1","11:00am","6G Elkhorn Elite Gold 6th","6G Trailblazers 6th","6th Grade Gold","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 1","11:00am","6SA Gretna Dynamite 6th","6SA Eagles 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/25/2014","Court 1","10:00am","6SA PLV Monarchs 6th","6SA Eagles 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/22/2014","Court 1","9:00am","6SA Fremont Elite 6th","6SA Eagles 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/8/2014","Court 1","1:00pm","6SA Westside Black 6th","6SA Eagles 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/18/2014","Court 1","9:00am","6SA PLV Monarchs 6th","6SA Fremont Elite 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/1/2014","Court 1","12:00pm","6SA Westside Black 6th","6SA Fremont Elite 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/22/2014","Court 1","10:00am","6SA Millard North Silver 6th","6SA Fremont Elite 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/11/2014","Court 1","10:00am","6SA Marian Jr. Crusaders Blue 6th","6SA Gretna Dynamite 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/18/2014","Court 1","10:00am","6SA Lincoln Ambassadors Gold 6th","6SA Gretna Dynamite 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/25/2014","Court 1","9:00am","6SA Gretna Lazers 6th","6SA Gretna Dynamite 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/8/2014","Court 1","9:00am","6SA Marian Jr. Cursaders White 6th","6SA Gretna Dynamite 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/18/2014","Court 1","1:00pm","6SA Eagles 6th","6SA Gretna Lazers 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/1/2014","Court 1","9:00am","6SA Lincoln Ambassadors Gold 6th","6SA Gretna Lazers 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/8/2014","Court 1","10:00am","6SA PLV Monarchs 6th","6SA Gretna Lazers 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","3/1/2014","Court 1","1:00pm","6SA Westside Black 6th","6SA Gretna Lazers 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/11/2014","Court 1","9:00am","6SA Westside Black 6th","6SA Lincoln Ambassadors Gold 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/18/2014","Court 1","12:00pm","6SA Marian Jr. Crusaders Blue 6th","6SA Lincoln Ambassadors Gold 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/8/2014","Court 1","11:00am","6SA Fremont Elite 6th","6SA Lincoln Ambassadors Gold 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","3/1/2014","Court 1","10:00am","6SA Millard North Silver 6th","6SA Lincoln Ambassadors Gold 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/1/2014","Court 1","10:00am","6SA Fremont Elite 6th","6SA Marian Jr. Crusaders Blue 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","3/1/2014","Court 1","11:00am","6SA Eagles 6th","6SA Marian Jr. Crusaders Blue 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","3/1/2014","Court 1","9:00am","6SA Marian Jr. Cursaders White 6th","6SA Marian Jr. Crusaders Blue 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/18/2014","Court 1","11:00am","6SA Fremont Elite 6th","6SA Marian Jr. Cursaders White 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/1/2014","Court 1","1:00pm","6SA Eagles 6th","6SA Marian Jr. Cursaders White 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/22/2014","Court 1","1:00pm","6SA Gretna Lazers 6th","6SA Marian Jr. Cursaders White 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/11/2014","Court 1","1:00pm","6SA Gretna Lazers 6th","6SA Millard North Silver 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/25/2014","Court 1","12:00pm","6SA Marian Jr. Cursaders White 6th","6SA Millard North Silver 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/8/2014","Court 1","12:00pm","6SA Marian Jr. Crusaders Blue 6th","6SA Millard North Silver 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/11/2014","Court 1","12:00pm","6SA Millard North Silver 6th","6SA PLV Monarchs 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/1/2014","Court 1","11:00am","6SA Gretna Dynamite 6th","6SA PLV Monarchs 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/22/2014","Court 1","12:00pm","6SA Marian Jr. Cursaders White 6th","6SA PLV Monarchs 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","3/1/2014","Court 1","12:00pm","6SA Lincoln Ambassadors Gold 6th","6SA PLV Monarchs 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/25/2014","Court 1","1:00pm","6SA Millard North Silver 6th","6SA Westside Black 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/25/2014","Court 1","11:00am","6SA Marian Jr. Crusaders Blue 6th","6SA Westside Black 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","2/22/2014","Court 1","11:00am","6SA Gretna Dynamite 6th","6SA Westside Black 6th","6th Grade Silver A","Nebraska Elite"
"Winter 2014","1/18/2014","Court 2","10:00am","6SB Marian Jr. Cursaders Black 6th","6SB CB TJ Jr. Jackets 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","1/25/2014","Court 2","9:00am","6SB Wahoo Cavalry 6th","6SB CB TJ Jr. Jackets 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","2/22/2014","Court 2","10:00am","6SB PLV South Titans Blue 6th","6SB CB TJ Jr. Jackets 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","1/11/2014","Court 1","1:00pm","6SB PLV South Titans Blue 6th","6SB Elkhorn Elite Red 6th","6th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/1/2014","Court 1","1:00pm","6SB Platteview Jr. Trojans 6th","6SB Elkhorn Elite Red 6th","6th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/15/2014","Court 1","1:00pm","6SB Millard West Green 6th","6SB Elkhorn Elite Red 6th","6th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/8/2014","Court 1","1:00pm","6SB CB TJ Jr. Jackets 6th","6SB Elkhorn Elite Red 6th","6th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","1/11/2014","Court 2","11:00am","6SB Skutt 6th","6SB Marian Jr. Cursaders Black 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","2/1/2014","Court 2","12:00pm","6SB OSA Black 6th","6SB Marian Jr. Cursaders Black 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","2/8/2014","Court 2","9:00am","6SB Wahoo Cavalry 6th","6SB Marian Jr. Cursaders Black 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","1/11/2014","Court 2","9:00am","6SB CB TJ Jr. Jackets 6th","6SB Millard North Blue 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","1/18/2014","Court 2","11:00am","6SB Platteview Jr. Trojans 6th","6SB Millard North Blue 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","1/25/2014","Court 2","12:00pm","6SB Wahoo Cavalry 6th","6SB Millard North Blue 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","3/1/2014","Court 2","10:00am","6SB Marian Jr. Cursaders Black 6th","6SB Millard North Blue 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","1/11/2014","Court 2","12:00pm","6SB Marian Jr. Cursaders Black 6th","6SB Millard West Green 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","2/1/2014","Court 2","11:00am","6SB Skutt 6th","6SB Millard West Green 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","2/1/2014","Court 2","9:00am","6SB PLV South Titans Blue 6th","6SB Millard West Green 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","3/1/2014","Court 2","11:00am","6SB Millard North Blue 6th","6SB Millard West Green 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","1/18/2014","Court 1","1:00pm","6SB Elkhorn Elite Red 6th","6SB OSA Black 6th","6th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/1/2014","Court 2","10:00am","6SB Millard North Blue 6th","6SB OSA Black 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","2/22/2014","Court 2","9:00am","6SB CB TJ Jr. Jackets 6th","6SB OSA Black 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","2/8/2014","Court 2","11:00am","6SB Millard West Green 6th","6SB OSA Black 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","1/18/2014","Court 2","9:00am","6SB CB TJ Jr. Jackets 6th","6SB Platteview Jr. Trojans 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","2/22/2014","Court 2","12:00pm","6SB Marian Jr. Cursaders Black 6th","6SB Platteview Jr. Trojans 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","2/8/2014","Court 2","12:00pm","6SB Millard West Green 6th","6SB Platteview Jr. Trojans 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","1/18/2014","Court 2","12:00pm","6SB Millard North Blue 6th","6SB PLV South Titans Blue 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","1/25/2014","Court 2","11:00am","6SB OSA Black 6th","6SB PLV South Titans Blue 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","2/8/2014","Court 2","10:00am","6SB Wahoo Cavalry 6th","6SB PLV South Titans Blue 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","3/1/2014","Court 2","9:00am","6SB Skutt 6th","6SB PLV South Titans Blue 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","1/11/2014","Court 2","10:00am","6SB Platteview Jr. Trojans 6th","6SB Skutt 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","2/22/2014","Court 1","1:00pm","6SB Elkhorn Elite Red 6th","6SB Skutt 6th","6th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","2/22/2014","Court 2","11:00am","6SB OSA Black 6th","6SB Skutt 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","1/25/2014","Court 2","10:00am","6SB Skutt 6th","6SB Wahoo Cavalry 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","3/1/2014","Court 1","1:00pm","6SB Elkhorn Elite Red 6th","6SB Wahoo Cavalry 6th","6th Grade Silver B","Elkhorn Ridge Middle School"
"Winter 2014","3/1/2014","Court 2","12:00pm","6SB Platteview Jr. Trojans 6th","6SB Wahoo Cavalry 6th","6th Grade Silver B","Nebraska Elite"
"Winter 2014","1/12/2014","Court 2","12:00pm","7B Elkhorn Elite 7th Blue","7B Abraham Lincoln Jr. Lynx 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","1/26/2014","Court 1","1:00pm","7B Bennington Badgers Harris 7th","7B Abraham Lincoln Jr. Lynx 7th","7th Grade Bronze","Nebraska Elite"
"Winter 2014","2/2/2014","Court 1","9:00am","7B Westside Red 7th","7B Abraham Lincoln Jr. Lynx 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
"Winter 2014","3/2/2014","Court 1","1:00pm","7B Lady Warriors 7th","7B Abraham Lincoln Jr. Lynx 7th","7th Grade Bronze","Nebraska Elite"
"Winter 2014","2/16/2014","Court 2","12:00pm","7B Millard North Blue 7th","7B Bellevue Thunder Purple 7th","7th Grade Bronze","Elkhorn Ridge Middle School"
